age,sex,race,diff_custody,diff_jail,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,compas_score
24,Male,Caucasian,7,7,3,0,0,0,F,1
30,Male,African-American,2,2,1,0,0,0,M,0
43,Female,Caucasian,30,29,0,0,0,0,M,1
45,Male,African-American,2,2,1,0,0,0,M,0
31,Male,Caucasian,5,0,1,0,0,0,M,0
40,Male,African-American,2,2,0,0,0,0,M,0
50,Male,Caucasian,2,1,1,0,0,0,F,0
41,Male,African-American,1,0,7,0,0,0,F,0
34,Male,Caucasian,1,0,5,0,0,1,F,1
28,Female,Caucasian,17,2,0,0,0,0,F,1
30,Male,African-American,48,47,1,0,0,0,F,0
23,Male,Caucasian,10,0,2,0,0,2,F,1
21,Male,Caucasian,202,48,1,0,0,1,F,1
45,Male,African-American,62,62,1,0,0,0,F,1
22,Female,African-American,10,34,2,0,1,0,M,1
29,Male,African-American,36,35,6,0,0,0,F,1
30,Female,African-American,1,0,0,0,0,0,M,0
45,Male,Caucasian,93,92,3,0,0,0,M,0
24,Female,African-American,5,1,2,0,0,0,F,0
31,Male,Caucasian,0,29,4,0,0,0,F,1
56,Male,Caucasian,1,0,0,0,0,0,M,0
24,Male,African-American,62,180,14,0,4,0,F,1
38,Male,African-American,18,18,11,0,0,0,F,1
51,Male,African-American,145,34,22,0,0,0,F,1
22,Male,Caucasian,1,0,0,0,0,0,F,0
28,Male,African-American,1,1,5,0,0,0,M,1
47,Male,African-American,153,212,19,0,0,1,F,1
51,Male,African-American,1,30,0,0,0,0,M,0
25,Male,Caucasian,4,42,1,0,0,0,M,0
30,Male,African-American,2,2,0,0,0,0,F,0
33,Male,Caucasian,28,0,0,0,0,0,F,1
35,Male,African-American,242,225,5,0,0,0,F,0
33,Female,African-American,2,1,0,0,0,0,F,0
65,Male,African-American,75,19,11,0,0,0,F,1
37,Female,African-American,46,19,4,0,0,0,M,1
33,Female,Caucasian,85,84,1,0,0,0,F,1
27,Male,African-American,132,132,2,0,0,0,F,1
29,Female,African-American,15,14,9,0,0,0,F,1
24,Male,African-American,44,44,3,0,0,3,F,1
43,Male,African-American,1,0,5,0,0,0,F,1
37,Male,African-American,2,0,11,0,0,0,M,1
53,Male,African-American,91,91,13,0,0,0,F,1
43,Male,African-American,5,38,4,0,0,0,F,0
26,Male,African-American,1,0,4,0,0,0,F,1
30,Female,Caucasian,0,0,1,0,0,0,M,0
27,Male,African-American,1,1,6,0,0,0,F,1
39,Male,Caucasian,178,1,9,0,0,0,F,1
37,Male,Caucasian,58,0,4,0,0,0,M,0
22,Male,Caucasian,21,10,3,0,0,0,M,1
25,Male,Caucasian,2,2,0,0,0,0,F,1
28,Female,Caucasian,1,0,0,0,0,0,M,1
25,Male,African-American,2,1,0,0,0,0,M,1
58,Male,Caucasian,10,3,1,0,0,0,F,0
29,Female,Caucasian,23,2,1,0,0,0,M,1
33,Male,African-American,3,2,8,0,0,0,F,1
38,Male,African-American,1,1,0,0,0,0,F,0
38,Male,Caucasian,19,19,2,0,0,0,F,0
59,Male,African-American,26,69,22,0,0,0,F,1
57,Male,African-American,571,19,9,0,0,0,F,1
53,Male,Caucasian,4,3,0,0,0,0,M,0
33,Male,African-American,0,0,2,0,0,0,F,1
58,Male,Caucasian,1,0,1,0,0,0,M,0
51,Male,Caucasian,46,19,1,0,0,0,M,0
25,Male,African-American,321,321,11,0,0,2,F,1
53,Male,Caucasian,41,40,2,0,0,0,F,0
32,Male,Caucasian,1,17,0,0,0,0,M,1
35,Male,African-American,11,10,6,0,0,0,F,1
39,Male,Caucasian,1,1,1,0,0,0,F,0
42,Female,Caucasian,17,6,5,0,0,0,M,0
37,Male,African-American,1,0,0,0,0,0,M,0
39,Male,Caucasian,3,3,0,0,0,0,F,0
52,Female,Caucasian,0,0,3,0,0,0,M,0
42,Male,Caucasian,18,17,4,0,0,0,F,0
23,Male,African-American,1,1,6,0,0,0,F,1
42,Female,African-American,1,0,0,0,0,0,M,0
28,Female,Caucasian,36,35,2,0,0,0,F,0
28,Male,African-American,0,0,5,0,0,0,F,0
38,Male,Caucasian,1,0,12,0,0,0,F,1
43,Female,African-American,1,1,2,0,0,0,F,0
42,Male,African-American,1,0,0,0,0,0,F,1
25,Female,Caucasian,1,0,0,0,0,0,M,0
32,Male,African-American,72,37,7,0,0,0,F,1
21,Male,African-American,0,0,0,0,0,0,F,1
35,Female,Caucasian,29,28,1,0,0,0,M,1
37,Male,Caucasian,127,126,0,0,0,0,F,1
33,Female,African-American,0,0,2,0,0,0,F,0
51,Female,Caucasian,19,8,4,0,0,0,F,0
39,Male,Caucasian,3,2,3,0,0,0,F,0
40,Male,African-American,13,13,3,0,0,0,F,1
32,Male,African-American,0,0,17,0,0,0,F,1
18,Male,Caucasian,1,1,4,5,0,0,F,1
32,Male,Caucasian,24,0,3,0,0,0,F,1
32,Male,African-American,1,0,10,0,0,0,F,1
47,Male,Caucasian,12,0,5,0,0,0,M,0
23,Female,Caucasian,1,0,0,0,0,0,M,1
63,Male,Caucasian,2,2,10,0,0,0,F,0
38,Male,African-American,242,241,16,0,1,0,F,1
32,Male,African-American,0,2,6,0,0,0,M,1
31,Male,African-American,25,24,4,0,0,0,F,1
23,Male,African-American,1,1,0,0,0,0,F,0
47,Female,Caucasian,0,0,0,0,0,0,M,0
33,Male,Caucasian,10,10,1,0,0,0,F,1
22,Male,Caucasian,9,8,1,0,0,0,F,0
26,Male,Caucasian,8,7,1,0,0,0,M,0
40,Male,Caucasian,0,0,0,0,0,0,M,0
36,Male,African-American,368,173,14,10,0,0,F,1
65,Female,Caucasian,1,1,0,0,0,0,M,0
44,Male,Caucasian,39,1,4,0,0,0,M,1
22,Female,African-American,1,1,0,0,0,0,M,0
26,Female,Caucasian,20,0,4,0,0,0,F,0
56,Male,African-American,22,49,7,0,0,0,F,0
52,Male,Caucasian,306,4,2,0,0,0,F,1
34,Male,African-American,4,4,5,0,0,0,F,0
33,Male,African-American,1,1,1,0,0,0,M,0
21,Male,African-American,17,0,1,0,1,2,F,1
46,Male,African-American,5,5,9,0,0,0,F,0
22,Male,African-American,79,78,2,0,0,0,M,1
57,Male,Caucasian,12,1,1,0,0,0,M,0
22,Male,African-American,118,0,2,0,0,1,F,0
48,Female,Caucasian,47,1,1,0,0,0,M,0
40,Male,African-American,30,29,21,0,0,0,F,1
30,Female,African-American,1,0,1,0,0,0,F,0
21,Male,Caucasian,242,33,4,0,1,0,M,1
39,Female,African-American,4,3,22,0,2,0,F,1
27,Male,Caucasian,70,70,13,0,0,0,F,1
33,Female,Caucasian,35,1,0,0,0,0,M,1
24,Male,African-American,0,0,0,0,0,0,F,0
43,Male,African-American,1,1,0,0,0,0,F,0
45,Female,Caucasian,1,1,0,0,0,0,M,0
51,Male,African-American,2,2,3,0,0,0,F,0
35,Female,African-American,24,31,2,0,0,0,F,0
31,Male,African-American,1,0,9,0,0,0,M,1
27,Male,Caucasian,2,1,0,0,0,0,M,0
32,Male,African-American,1,0,1,0,0,0,F,0
49,Male,Caucasian,1,0,0,0,0,0,M,0
29,Male,African-American,27,27,2,0,0,0,F,0
23,Male,African-American,122,1,2,0,1,0,F,1
55,Male,African-American,78,69,12,0,0,0,F,1
30,Male,Caucasian,7,56,0,0,0,0,M,0
34,Male,African-American,1,0,13,0,0,0,F,0
56,Male,Caucasian,1,1,2,0,0,0,F,0
33,Male,African-American,1,0,4,0,0,0,F,1
28,Male,African-American,1,1,1,0,0,0,M,0
29,Male,African-American,41,40,1,0,0,0,F,1
38,Male,Caucasian,1,0,0,0,0,0,M,0
37,Male,Caucasian,1,0,0,0,0,0,F,0
33,Female,Caucasian,1,0,0,0,0,0,M,0
51,Male,African-American,6,13,19,1,0,1,F,1
65,Male,African-American,21,0,7,0,0,0,M,1
32,Female,African-American,1,0,1,0,0,0,M,0
38,Male,Caucasian,39,0,5,0,0,0,F,1
35,Male,African-American,0,0,1,0,0,0,F,0
57,Male,Caucasian,1,0,1,0,0,0,F,0
26,Male,Caucasian,0,0,1,0,0,0,F,0
36,Female,African-American,2,1,4,2,0,0,M,1
35,Male,Caucasian,45,1,3,0,0,0,F,1
33,Male,African-American,7,0,0,0,0,0,F,0
47,Male,Caucasian,1,1,0,0,0,0,M,0
35,Male,Caucasian,4,4,1,0,0,0,M,0
36,Female,African-American,13,0,1,0,0,0,F,0
25,Female,Caucasian,1,0,0,0,0,0,M,0
34,Male,African-American,8,7,7,0,0,0,M,0
51,Male,Caucasian,33,2,6,0,0,0,F,0
24,Male,African-American,215,214,8,0,0,4,F,1
32,Male,Caucasian,39,0,0,0,0,0,F,0
43,Male,African-American,15,348,8,0,0,0,F,1
45,Male,African-American,33,46,20,1,0,1,M,1
42,Male,African-American,1,0,10,0,0,0,M,1
22,Male,African-American,6,6,1,0,0,0,F,1
49,Male,African-American,21,1,4,0,0,0,F,0
42,Male,African-American,33,33,0,0,0,0,F,0
40,Male,Caucasian,30,29,0,0,0,0,M,1
25,Male,African-American,173,0,2,0,1,0,F,1
25,Male,Caucasian,2,2,0,0,0,0,M,1
23,Male,African-American,190,2,0,0,0,0,F,1
21,Male,Caucasian,2,1,2,0,0,0,F,1
31,Male,Caucasian,0,0,3,0,0,0,M,1
28,Female,African-American,1,0,0,0,0,0,M,0
24,Male,African-American,51,51,11,0,0,0,F,1
45,Male,Caucasian,40,37,0,0,0,0,F,0
23,Male,African-American,1,1,2,0,0,0,M,0
39,Male,African-American,35,0,7,0,0,0,F,1
25,Male,Caucasian,32,42,2,0,0,0,F,0
24,Male,African-American,1,0,1,0,1,0,F,0
46,Male,Caucasian,2,1,1,0,0,0,F,0
47,Male,Caucasian,2,2,3,0,0,0,F,0
54,Male,Caucasian,0,0,2,0,0,0,M,0
22,Male,African-American,1,0,1,0,0,1,M,0
34,Female,Caucasian,1,1,0,0,0,0,M,0
33,Male,Caucasian,0,0,0,0,0,0,M,0
27,Male,Caucasian,46,19,1,0,0,0,M,1
29,Male,African-American,67,0,16,0,0,1,F,1
32,Male,African-American,116,0,1,0,0,0,F,1
29,Male,African-American,1,0,0,0,0,0,M,1
25,Female,Caucasian,1,0,2,0,0,0,M,0
34,Male,Caucasian,1,1,16,0,0,0,F,1
55,Female,African-American,1,0,1,0,0,0,F,0
27,Male,African-American,12,0,0,0,0,0,F,0
26,Male,African-American,1,1,0,0,0,0,M,0
39,Male,African-American,180,179,19,2,2,1,F,1
24,Male,African-American,0,0,1,0,0,0,F,1
29,Male,Caucasian,1,0,0,0,0,0,M,0
31,Female,Caucasian,1,1,3,0,0,0,F,1
50,Male,African-American,243,242,13,0,0,0,F,0
31,Male,African-American,29,2,4,0,0,0,F,1
26,Male,Caucasian,1,0,2,1,0,0,F,1
54,Male,Caucasian,97,97,2,0,0,0,F,0
33,Male,African-American,1,0,14,0,0,0,F,1
22,Male,African-American,1,0,0,0,0,0,M,0
35,Male,African-American,239,239,8,0,1,0,F,1
25,Male,African-American,1,0,0,0,0,0,F,0
25,Male,African-American,0,0,0,0,0,0,F,1
44,Male,African-American,94,0,0,0,0,0,F,0
29,Female,Caucasian,9,8,2,0,0,0,F,1
46,Male,Caucasian,1429,2,2,0,0,0,F,0
53,Male,Caucasian,4,4,0,0,0,0,M,0
24,Male,African-American,2,1,2,0,0,0,F,1
52,Female,African-American,1,1,2,0,0,0,F,0
27,Male,African-American,1,0,0,0,0,0,M,0
41,Male,Caucasian,1,1,0,0,0,0,F,0
21,Female,African-American,1,0,0,0,0,0,F,1
24,Male,Caucasian,0,0,1,0,0,0,F,0
38,Male,Caucasian,242,0,8,0,0,0,F,0
23,Male,Caucasian,1,0,0,0,0,0,M,0
42,Male,African-American,1,1,0,0,0,0,F,0
32,Male,Caucasian,3,5,4,0,0,0,F,1
24,Male,African-American,1,1,5,5,0,0,F,1
26,Male,African-American,1,0,4,0,0,0,F,1
50,Male,Caucasian,425,424,9,0,0,0,F,0
32,Female,African-American,1,1,3,0,0,0,M,1
40,Male,African-American,5,1,13,0,0,0,F,1
25,Male,Caucasian,0,0,1,0,0,0,M,0
27,Male,African-American,0,0,2,0,0,0,F,0
23,Male,Caucasian,1,0,0,0,0,0,F,1
37,Male,African-American,2,1,22,0,0,0,M,1
32,Male,African-American,4,3,1,0,0,0,M,0
38,Male,African-American,7,6,2,0,0,0,M,1
52,Male,Caucasian,1,1,4,0,0,0,M,0
29,Male,Caucasian,4,3,2,0,0,0,F,0
28,Male,African-American,46,19,7,0,0,0,M,0
49,Male,African-American,0,0,0,0,0,0,M,0
50,Male,Caucasian,2,2,0,0,0,0,F,0
26,Male,Caucasian,0,0,2,0,0,0,F,0
34,Female,Caucasian,31,31,0,0,0,0,F,1
28,Female,Caucasian,1,9,1,0,0,0,F,1
36,Male,Caucasian,38,37,4,0,0,0,F,1
45,Male,African-American,6,47,1,0,0,0,F,0
30,Male,African-American,3,0,0,0,0,0,F,0
24,Male,African-American,58,1,3,0,0,0,F,0
25,Male,African-American,46,0,0,0,0,0,M,0
25,Male,African-American,1,9,4,0,0,0,M,0
45,Male,Caucasian,1,0,2,0,0,0,F,0
26,Male,Caucasian,18,3,1,0,0,0,F,1
40,Male,Caucasian,2,1,2,0,0,0,M,0
60,Male,Caucasian,46,19,1,0,0,0,M,0
31,Male,African-American,46,19,6,0,0,1,F,1
36,Male,Caucasian,285,19,4,0,0,0,M,1
21,Male,African-American,134,15,1,0,0,0,F,1
55,Male,Caucasian,1,0,0,0,0,0,M,0
22,Male,Caucasian,1,0,1,0,0,0,F,0
23,Female,African-American,1,0,1,0,0,0,F,0
24,Female,Caucasian,1,125,7,0,0,1,M,1
40,Female,African-American,27,107,13,0,0,0,F,1
57,Male,Caucasian,70,58,9,0,0,0,F,0
33,Male,Caucasian,4,0,0,0,0,0,M,0
32,Male,Caucasian,1,1,2,0,0,0,F,0
47,Male,Caucasian,57,13,3,0,0,0,F,0
51,Male,Caucasian,19,18,6,0,0,0,M,0
22,Male,African-American,1,1,1,0,1,0,F,1
47,Male,Caucasian,2,1,2,0,0,0,F,0
28,Male,Caucasian,1,0,1,0,0,0,F,0
21,Male,African-American,42,41,1,0,0,1,F,1
28,Male,African-American,93,34,5,0,0,0,F,1
44,Female,Caucasian,1,6,1,0,0,0,M,0
25,Male,African-American,3,2,0,0,0,0,F,0
34,Male,African-American,1,0,4,0,0,0,M,0
65,Male,Caucasian,23,0,0,0,0,0,M,0
33,Male,Caucasian,119,119,5,0,0,0,F,1
23,Female,Caucasian,1,0,0,0,0,0,M,0
44,Female,Caucasian,1,0,0,0,0,0,M,0
24,Male,African-American,1,0,1,0,0,0,M,0
51,Male,Caucasian,1,1,1,0,0,0,M,0
21,Female,African-American,1,1,0,0,0,0,F,1
39,Male,Caucasian,1,0,6,0,0,0,F,1
29,Male,African-American,68,5,29,0,0,0,F,1
24,Male,Caucasian,1,0,1,0,0,0,F,1
23,Female,African-American,2,2,0,0,0,0,F,1
31,Male,African-American,1,0,11,0,0,2,F,1
35,Female,African-American,1,0,0,0,0,0,M,0
34,Male,Caucasian,1,69,8,0,0,0,F,1
39,Female,African-American,1,3,4,0,0,0,F,1
29,Male,African-American,5,5,6,0,0,0,M,0
51,Male,Caucasian,1,1,0,0,0,0,M,0
22,Male,Caucasian,237,236,1,0,0,1,F,1
29,Male,Caucasian,23,22,2,0,0,0,F,0
35,Male,Caucasian,24,252,8,0,0,0,F,1
32,Male,Caucasian,3,2,6,0,0,0,F,0
33,Male,Caucasian,22,11,3,0,0,0,M,0
58,Male,Caucasian,414,1,5,0,0,0,F,0
30,Male,African-American,11,1,3,0,0,0,F,0
33,Male,African-American,30,28,2,0,0,0,F,1
24,Male,African-American,10,10,0,0,0,0,F,0
48,Male,African-American,175,175,10,0,0,0,F,0
23,Male,African-American,3,3,0,0,0,0,M,1
23,Male,Caucasian,1,15,2,0,0,0,F,1
29,Male,African-American,2,1,0,0,0,0,M,1
48,Male,Caucasian,1,0,2,0,0,0,F,0
37,Male,Caucasian,2,82,4,0,0,0,M,0
50,Male,Caucasian,14,14,3,0,0,0,F,0
19,Male,African-American,262,1,3,0,0,0,F,1
39,Male,Caucasian,46,19,2,0,0,0,M,0
49,Male,African-American,1,0,13,2,0,0,F,0
58,Male,Caucasian,5,5,2,0,0,0,F,1
31,Male,African-American,18,0,6,0,0,0,F,1
23,Male,African-American,1,0,1,0,0,2,M,1
23,Female,African-American,1,0,0,0,0,0,F,0
31,Male,Caucasian,41,1,17,0,0,0,F,1
57,Male,Caucasian,1,1,6,0,0,0,F,0
31,Female,Caucasian,1,0,0,0,0,0,M,0
57,Male,African-American,0,3,19,0,0,0,F,1
57,Male,Caucasian,0,3,12,0,0,0,M,1
29,Male,African-American,1,0,6,0,0,0,M,1
30,Male,African-American,0,0,0,0,0,0,M,0
45,Male,African-American,1,0,11,0,0,0,F,0
42,Male,Caucasian,0,0,0,0,0,0,F,1
29,Male,African-American,12,12,12,0,2,0,F,1
23,Male,Caucasian,7,7,0,0,0,0,F,0
28,Female,Caucasian,1,0,0,0,0,0,F,0
41,Male,African-American,46,19,3,0,0,0,F,1
25,Male,African-American,1504,1,1,0,0,0,M,0
34,Female,Caucasian,10,10,3,0,0,0,M,1
53,Male,African-American,46,19,26,0,0,0,F,1
28,Female,African-American,0,1,1,0,0,0,F,0
27,Male,African-American,1,1,0,0,0,0,F,0
39,Male,African-American,40,40,4,0,0,0,F,0
55,Female,Caucasian,37,36,6,0,0,0,F,0
27,Male,African-American,35,50,4,0,0,0,F,1
30,Male,Caucasian,0,0,7,0,0,1,F,1
31,Male,African-American,5,4,15,3,0,1,M,1
20,Male,African-American,67,0,1,0,0,1,M,1
26,Male,Caucasian,23,0,2,0,0,0,F,1
44,Male,African-American,46,27,7,0,0,0,F,1
33,Male,African-American,46,19,17,0,0,0,F,1
34,Male,Caucasian,6,1,0,0,0,0,F,0
27,Male,Caucasian,1,0,0,0,0,0,M,0
21,Male,African-American,1,1,1,0,0,1,F,1
29,Male,African-American,1,1,4,0,0,0,F,0
27,Male,African-American,5,4,7,0,0,0,F,1
24,Female,Caucasian,7,1,0,0,0,0,F,1
29,Male,African-American,1,0,0,0,0,0,F,1
20,Male,Caucasian,1,0,0,0,0,0,F,0
23,Female,Caucasian,43,0,0,0,0,0,F,0
48,Female,African-American,0,0,0,0,0,0,M,0
34,Male,African-American,0,0,0,0,0,0,M,0
46,Male,African-American,0,1,1,0,0,0,M,1
41,Female,Caucasian,1,1,3,0,0,0,F,1
26,Male,African-American,10,0,3,0,0,0,F,1
37,Male,African-American,243,1,11,0,0,0,F,1
54,Female,Caucasian,20,20,7,0,0,0,F,1
25,Female,African-American,46,19,5,0,0,0,M,1
22,Female,Caucasian,1,0,2,0,0,0,F,0
32,Male,African-American,1,0,7,0,0,0,F,0
44,Male,African-American,2,2,0,0,0,0,M,0
28,Male,African-American,49,48,1,0,0,0,F,0
60,Male,African-American,1,0,3,0,0,0,M,0
49,Male,Caucasian,0,0,0,0,0,0,F,0
32,Male,African-American,57,57,9,0,0,0,F,0
30,Male,African-American,2,1,10,0,0,0,M,0
52,Male,Caucasian,1,1,0,0,0,0,F,0
27,Female,African-American,46,19,1,0,0,0,M,1
34,Male,African-American,2,1,0,0,0,0,F,1
55,Male,African-American,4,3,5,0,0,0,F,0
37,Male,African-American,270,19,6,0,0,0,M,1
33,Male,African-American,1,0,0,0,0,0,M,1
22,Male,African-American,76,0,0,0,0,0,F,1
27,Female,African-American,1,1,0,0,0,0,M,0
20,Male,African-American,12,0,0,0,0,2,F,1
33,Male,Caucasian,54,53,0,0,0,0,F,0
26,Male,African-American,2,2,0,0,0,0,M,0
29,Male,African-American,2,1,0,0,0,0,M,1
32,Male,African-American,0,0,1,0,0,0,M,0
37,Male,Caucasian,1,0,4,0,0,0,M,0
31,Male,African-American,0,104,15,0,0,0,F,1
29,Male,African-American,9,0,6,0,0,0,F,1
31,Male,African-American,36,41,6,0,0,0,F,0
36,Female,Caucasian,2,1,2,0,0,0,F,0
35,Male,African-American,6,6,4,0,0,0,M,1
37,Female,African-American,9,8,1,0,0,0,F,0
34,Male,Caucasian,6,6,5,0,0,0,M,0
20,Male,Caucasian,1,1,1,0,0,0,M,1
50,Female,African-American,435,434,12,0,0,0,M,1
24,Male,Caucasian,35,35,8,0,0,2,F,1
29,Male,African-American,1,0,8,0,1,0,M,1
45,Female,African-American,3,2,1,0,0,0,F,0
34,Male,Caucasian,104,0,2,0,0,0,F,1
70,Male,African-American,1,1,0,0,0,0,M,0
26,Male,African-American,37,37,2,0,0,0,F,0
23,Male,African-American,7,3,4,1,0,0,F,1
27,Male,Caucasian,2,2,5,0,0,0,M,0
44,Male,Caucasian,119,118,6,0,0,0,F,1
23,Male,African-American,16,100,2,0,0,0,M,0
26,Male,African-American,1,0,0,0,0,0,M,1
23,Female,Caucasian,1,0,2,0,0,0,M,1
27,Male,African-American,8,7,3,0,0,0,F,1
46,Female,Caucasian,1,25,1,0,0,0,F,0
27,Female,African-American,27,26,1,1,0,0,F,1
45,Male,Caucasian,1,1,7,0,0,0,F,0
42,Male,African-American,8,7,1,0,0,0,M,1
24,Female,Caucasian,1,0,3,0,1,0,M,1
20,Male,African-American,2,2,2,1,1,1,F,1
49,Male,Caucasian,22,0,3,0,0,0,F,0
29,Male,Caucasian,79,78,8,0,0,0,M,1
52,Female,Caucasian,2,3,1,0,0,0,F,0
26,Male,African-American,7,7,1,0,0,0,M,0
53,Male,African-American,1,80,15,0,0,0,F,0
38,Male,African-American,49,749,0,0,0,0,M,1
25,Male,African-American,0,0,1,0,0,0,F,1
21,Male,African-American,130,5,1,1,0,0,F,1
48,Male,African-American,1,1,0,0,0,0,M,0
40,Female,Caucasian,0,0,1,0,0,0,F,0
22,Male,African-American,1,0,0,0,0,0,F,0
36,Male,African-American,46,19,4,0,0,0,M,1
38,Male,Caucasian,0,28,2,0,0,0,M,0
44,Female,Caucasian,34,0,0,0,0,0,M,0
23,Female,African-American,46,19,2,0,0,0,F,1
64,Male,Caucasian,1,0,0,0,0,0,M,0
38,Male,Caucasian,1,0,5,0,0,0,M,1
49,Male,African-American,5,5,1,0,0,0,F,1
45,Female,African-American,46,19,3,0,0,0,F,1
51,Male,African-American,3,3,3,0,0,0,F,0
50,Male,African-American,4,0,0,0,0,0,F,0
33,Male,Caucasian,22,21,2,0,2,0,M,0
54,Female,Caucasian,30,29,0,0,0,0,M,0
33,Male,Caucasian,11,70,14,0,0,1,F,1
42,Male,African-American,2,51,17,0,0,0,M,1
34,Male,Caucasian,1,1,3,0,0,0,F,0
38,Male,Caucasian,9,9,2,0,0,0,F,0
21,Male,African-American,44,1,1,0,0,0,F,1
33,Male,African-American,0,0,5,0,0,0,F,0
32,Male,African-American,23,23,9,0,0,1,M,1
45,Male,Caucasian,1,1,1,0,0,0,M,0
30,Male,Caucasian,5,33,1,0,0,0,F,1
29,Female,African-American,2,1,0,0,0,0,F,1
44,Male,African-American,1,1,3,0,0,0,M,0
51,Female,Caucasian,2,7,0,0,0,0,M,0
28,Female,African-American,1,0,0,0,0,0,F,0
27,Male,Caucasian,1,0,1,0,0,0,F,0
30,Female,African-American,0,0,0,0,0,0,F,0
32,Male,African-American,2,1,0,0,0,0,M,1
27,Male,Caucasian,1,0,5,0,0,0,F,0
21,Male,African-American,7,1,0,0,0,0,F,1
34,Female,Caucasian,63,62,0,0,0,0,F,0
24,Male,African-American,69,199,7,0,0,0,F,1
32,Male,Caucasian,19,19,0,0,0,0,M,0
38,Female,Caucasian,32,41,5,0,0,0,F,1
56,Male,African-American,15,14,3,0,0,0,M,0
44,Female,African-American,1,1,0,0,0,0,M,0
31,Male,African-American,1,0,1,0,0,0,M,1
25,Female,Caucasian,25,24,6,0,0,0,F,1
20,Female,African-American,1,0,0,0,0,0,M,1
35,Male,African-American,2,1,1,0,0,0,M,1
33,Male,African-American,0,0,1,0,0,0,F,0
24,Male,African-American,1,1,0,0,0,0,M,0
27,Male,African-American,40,0,9,0,0,0,F,1
21,Female,African-American,1,0,2,0,0,0,M,0
38,Male,African-American,1,1,9,0,0,0,F,1
20,Male,Caucasian,0,1,0,0,0,1,F,1
30,Male,African-American,0,1,9,0,0,0,F,0
36,Male,Caucasian,214,19,9,0,0,0,F,1
23,Male,African-American,8,7,2,0,0,0,M,1
39,Male,African-American,71,0,21,0,0,0,F,1
32,Male,African-American,1236,19,3,0,0,0,M,1
29,Male,Caucasian,1,0,3,0,0,0,F,1
58,Male,Caucasian,1,0,2,0,0,0,M,0
23,Male,Caucasian,59,26,3,0,0,0,M,1
68,Female,African-American,1,0,5,0,0,0,F,0
26,Female,Caucasian,0,0,2,0,0,0,M,1
51,Male,African-American,4,1,0,0,0,0,F,0
25,Male,African-American,1,0,0,0,0,0,M,0
40,Male,African-American,250,55,5,0,0,0,F,1
51,Male,African-American,45,7,14,0,0,0,F,1
27,Male,African-American,26,15,2,0,0,0,M,1
49,Male,African-American,0,32,11,0,0,0,M,1
28,Male,Caucasian,3,6,5,0,0,0,M,1
20,Male,African-American,4,3,0,0,0,0,F,0
21,Male,African-American,6,86,2,0,0,0,F,1
31,Female,African-American,1,1,0,0,0,0,F,0
57,Male,African-American,1,0,0,0,0,0,M,0
61,Female,Caucasian,50,30,8,0,0,0,F,0
54,Male,African-American,2,2,3,0,0,0,F,1
39,Male,Caucasian,1,1,0,0,0,0,F,0
24,Male,African-American,33,33,1,0,1,0,F,1
48,Male,African-American,11,11,8,0,0,1,F,1
30,Male,African-American,1,0,6,0,0,1,M,1
26,Male,African-American,2,1,10,0,1,0,F,1
36,Male,Caucasian,46,19,2,0,0,0,F,1
37,Male,African-American,58,0,12,0,0,0,F,1
26,Male,African-American,16,45,4,0,0,0,F,1
29,Male,African-American,9,8,7,0,0,0,M,1
26,Male,African-American,1,29,1,0,0,0,M,1
60,Male,African-American,1,0,2,0,0,0,F,0
27,Male,Caucasian,4,0,2,0,0,0,F,1
41,Male,African-American,468,0,16,2,0,0,F,1
22,Male,Caucasian,4,0,1,0,0,1,F,1
28,Male,African-American,0,0,3,0,0,0,F,1
33,Male,African-American,1,0,13,0,0,0,F,1
28,Male,African-American,5,125,2,0,0,0,F,0
55,Male,Caucasian,3,0,0,0,0,0,M,0
21,Male,African-American,9,0,6,0,1,0,F,1
29,Female,Caucasian,9,67,6,0,0,0,F,1
45,Male,African-American,1,1,5,0,0,0,F,0
24,Male,African-American,9,49,2,0,0,0,M,1
50,Male,African-American,38,1,12,0,0,0,F,0
24,Male,African-American,2,1,1,0,0,0,M,1
47,Male,African-American,50,49,1,0,0,0,F,0
57,Male,Caucasian,46,19,1,0,0,0,M,0
54,Male,Caucasian,1,0,6,0,0,0,F,0
42,Female,Caucasian,1,1,0,0,0,0,M,0
35,Male,Caucasian,1,0,5,0,0,0,F,0
30,Male,African-American,1,1,0,0,0,0,F,0
53,Male,Caucasian,1,0,1,0,0,0,F,0
31,Female,African-American,2,2,2,0,0,0,M,0
83,Male,Caucasian,46,19,4,0,0,0,F,0
31,Male,African-American,69,1,0,0,0,0,F,0
47,Male,African-American,1,64,9,0,0,0,F,0
50,Male,African-American,24,19,0,0,0,0,M,1
24,Male,African-American,2,3,9,0,1,0,M,1
22,Female,African-American,3,2,2,0,1,0,F,1
30,Female,African-American,1,0,2,0,0,0,F,0
36,Male,African-American,46,19,4,0,0,0,M,0
43,Female,Caucasian,198,26,22,0,0,0,M,1
50,Male,African-American,0,0,0,0,0,0,M,0
42,Female,Caucasian,8,0,3,0,0,0,F,1
29,Female,Caucasian,10,13,1,0,0,0,F,1
25,Male,African-American,43,54,5,0,0,0,F,1
36,Male,African-American,56,1,4,0,0,0,F,1
24,Male,African-American,2,2,1,0,0,0,M,1
28,Male,Caucasian,0,0,5,0,0,0,F,1
31,Male,Caucasian,1,0,0,0,0,0,M,0
