sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,two_year_recid
Male,28,Caucasian,0,7,0,0,5,-76.0,183.0,M,0,0,7,6,5,0,851,0,0
Male,20,African-American,0,3,0,0,0,-4.0,5.0,F,0,0,3,6,0,0,969,0,0
Male,21,African-American,0,10,0,0,2,0.0,0.0,F,1,0,10,6,2,86,251,1,1
Female,31,African-American,0,2,0,0,0,0.0,1.0,F,0,0,2,2,0,1,933,0,0
Male,57,African-American,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,1,1040,0,0
Female,61,Caucasian,0,3,0,0,8,0.0,1.0,F,1,0,3,1,8,31,135,0,1
Male,54,African-American,0,6,0,0,3,-1.0,1.0,F,1,0,6,3,3,1,67,1,1
Male,39,Caucasian,0,3,0,0,0,-1.0,1.0,F,0,0,3,2,0,0,743,0,0
Male,24,African-American,0,7,1,0,1,-1.0,1.0,F,0,0,7,7,1,32,1182,0,0
Male,48,African-American,0,9,0,1,8,-1.0,1.0,F,1,0,9,4,8,10,11,1,1
Male,30,African-American,0,7,0,1,6,0.0,0.0,M,1,0,7,3,6,0,336,1,1
Male,26,African-American,0,10,1,0,10,-1.0,1.0,F,1,0,10,10,10,1,34,1,1
Male,36,Caucasian,0,5,0,0,2,3.0,1219.0,F,0,0,5,3,2,0,848,0,0
Male,37,African-American,0,9,0,0,12,0.0,1.0,F,1,0,9,8,12,0,173,0,1
Male,26,African-American,0,6,0,0,4,0.0,1.0,F,1,1,6,3,4,45,219,1,1
Male,29,African-American,0,10,0,0,7,0.0,0.0,M,1,0,10,9,7,9,449,1,1
Male,26,African-American,0,6,0,0,1,-1.0,1.0,M,1,0,6,5,1,29,145,1,1
Male,60,African-American,0,1,0,0,2,0.0,1.0,F,0,0,1,1,2,1,924,0,0
Male,27,Caucasian,0,7,0,0,2,-1.0,1.0,F,1,0,7,6,2,0,61,1,1
Male,41,African-American,2,7,0,0,16,379.0,1.0,F,1,0,7,5,16,0,349,1,1
Male,22,Caucasian,0,6,0,1,1,-1.0,1.0,F,0,0,6,7,1,0,82,0,0
Male,28,African-American,0,7,0,0,3,0.0,0.0,F,0,0,7,8,3,0,966,0,0
Male,33,African-American,0,6,0,0,13,0.0,1.0,F,1,0,6,4,13,0,564,0,1
Male,28,African-American,0,2,0,0,2,-1.0,1.0,F,1,0,2,3,2,124,170,0,0
Male,55,Caucasian,0,1,0,0,0,-1.0,2.0,M,1,1,1,1,0,0,203,1,1
Male,21,African-American,0,8,1,0,6,-19.0,1.0,F,1,0,8,7,6,0,214,0,1
Female,29,Caucasian,0,7,0,0,6,-2.0,2.0,F,1,0,7,2,6,66,73,1,1
Male,45,African-American,0,1,0,0,5,230.0,233.0,F,0,0,1,1,5,0,230,0,0
Male,24,African-American,0,8,0,0,2,0.0,1.0,M,1,0,8,6,2,50,125,0,1
Male,50,African-American,0,1,0,0,12,-22.0,22.0,F,1,0,1,1,12,0,283,1,1
Male,24,African-American,0,6,0,0,1,-1.0,1.0,M,1,1,6,6,1,1,431,1,1
Male,47,African-American,0,2,0,0,1,-1.0,1.0,F,0,0,2,3,1,49,1165,0,0
Male,57,Caucasian,0,1,0,0,1,3.0,1697.0,M,0,0,1,1,1,0,948,0,0
Male,54,Caucasian,0,1,0,0,6,0.0,0.0,F,0,0,1,1,6,1,1113,0,0
Female,42,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,0,2,1,0,0,1100,0,0
Male,35,Caucasian,0,3,0,0,5,-20.0,20.0,F,0,0,3,2,5,0,1106,0,0
Male,30,African-American,0,4,0,0,0,-1.0,1.0,F,1,0,4,2,0,0,303,1,1
Male,53,Caucasian,0,1,0,0,1,-1.0,1.0,F,0,0,1,1,1,0,1143,0,0
Female,31,African-American,0,3,0,0,2,-1.0,1.0,M,0,0,3,2,2,1,763,0,0
Male,83,Caucasian,0,1,0,0,4,3.0,1423.0,F,0,0,1,1,4,0,967,0,0
Male,31,African-American,0,2,0,0,0,-1.0,1.0,F,1,0,2,2,0,0,154,1,1
Male,47,African-American,0,4,0,0,9,-1.0,1.0,F,1,0,4,2,9,64,861,1,0
Male,50,African-American,0,8,0,0,0,3.0,57.0,M,0,0,8,5,0,23,927,0,0
Male,24,African-American,0,9,1,0,9,-1.0,1.0,M,1,0,9,5,9,2,35,0,1
Female,22,African-American,0,9,1,0,2,-1.0,1.0,F,0,0,9,8,2,2,899,0,0
Female,30,African-American,0,2,0,0,2,-1.0,1.0,F,0,0,2,2,2,0,800,0,0
Male,36,African-American,0,2,0,0,4,3.0,2588.0,M,0,0,2,3,4,0,869,0,0
Female,43,Caucasian,0,10,0,0,22,-1.0,1.0,M,1,0,10,4,22,26,28,1,1
Male,50,African-American,0,1,0,0,0,0.0,1.0,M,0,0,1,1,0,0,1075,0,0
Female,42,Caucasian,0,5,0,0,3,-3.0,3.0,F,0,0,5,1,3,0,574,0,0
Female,29,Caucasian,0,7,0,0,1,-1.0,1.0,F,1,0,7,5,1,12,228,0,1
Male,25,African-American,0,9,0,0,5,-1.0,1.0,F,1,1,9,6,5,53,73,1,1
Male,36,African-American,0,5,0,0,4,0.0,1.0,F,0,0,5,3,4,1,184,0,0
Male,24,African-American,0,5,0,0,1,-1.0,1.0,M,1,0,5,7,1,1,409,1,1
Male,28,Caucasian,0,5,0,0,5,0.0,0.0,F,0,0,5,4,5,0,1083,0,0
Male,31,Caucasian,0,1,0,0,0,-1.0,1.0,M,1,1,1,1,0,0,326,1,1
Male,23,African-American,0,4,0,0,0,-1.0,1.0,F,0,0,4,6,0,2,565,0,0
Male,29,Caucasian,0,6,0,0,4,-1.0,1.0,M,1,1,6,3,4,6,39,0,1
Male,51,African-American,0,5,0,0,11,-1.0,1.0,M,1,0,5,7,11,78,639,1,1
Male,34,African-American,0,5,0,0,1,-1.0,1.0,F,0,0,5,3,1,0,1177,0,0
Male,29,African-American,0,2,0,0,12,0.0,0.0,F,1,0,2,4,12,0,65,1,1
Male,39,African-American,0,10,1,0,13,-1.0,1.0,F,1,0,10,6,13,0,360,1,1
Male,59,African-American,0,6,0,0,15,-1.0,1.0,M,1,0,6,2,15,14,156,0,1
Male,23,African-American,0,8,0,2,3,-1.0,1.0,F,1,1,8,8,3,0,114,1,1
Male,31,African-American,0,8,0,0,15,0.0,1.0,F,0,0,8,3,15,0,395,0,0
Male,53,Caucasian,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,0,865,0,0
Male,34,African-American,0,7,0,0,12,0.0,1.0,F,0,0,7,5,12,35,785,0,0
Female,63,African-American,0,1,0,0,1,0.0,1.0,F,0,0,1,1,1,0,875,0,0
Female,21,African-American,0,7,0,0,0,0.0,0.0,F,1,1,7,6,0,0,16,1,1
Male,47,Caucasian,0,9,0,0,28,-1.0,1.0,F,1,0,9,3,28,33,38,1,1
Male,34,African-American,0,5,0,0,7,0.0,1.0,F,1,0,5,2,7,0,480,1,1
Male,43,African-American,0,1,0,0,1,3.0,1385.0,M,0,0,1,1,1,0,1038,0,0
Male,58,Caucasian,0,5,0,0,4,0.0,0.0,F,1,1,5,3,4,1,71,1,1
Male,36,African-American,3,8,0,0,16,-8.0,8.0,F,1,0,8,7,16,0,479,1,1
Female,23,African-American,0,4,0,0,0,-1.0,1.0,M,1,1,4,4,0,1,522,0,0
Male,34,African-American,0,2,0,0,5,-1.0,1.0,F,1,0,2,1,5,0,696,1,1
Male,56,Caucasian,0,2,0,0,13,-13.0,13.0,F,0,0,2,1,13,0,997,0,0
Female,52,Caucasian,0,1,0,0,0,-6.0,6.0,F,0,0,1,1,0,0,842,0,0
Male,56,African-American,0,2,0,0,0,-1.0,1.0,F,0,0,2,1,0,6,1101,0,0
Female,37,African-American,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,778,0,0
Female,50,Caucasian,0,1,0,0,0,0.0,1.0,M,0,0,1,1,0,2,914,0,0
Male,25,African-American,0,2,0,0,1,-1.0,1.0,F,1,0,2,3,1,0,101,1,1
Male,22,African-American,0,5,0,0,0,-1.0,1.0,F,1,1,5,5,0,0,251,1,1
Female,43,Caucasian,0,1,0,0,0,0.0,0.0,M,1,1,1,1,0,0,493,0,1
Male,30,Caucasian,0,2,0,0,1,-1.0,1.0,M,0,0,2,2,1,34,1175,0,0
Male,24,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,0,2,3,0,0,1097,0,0
Male,29,African-American,0,8,0,0,7,-1.0,1.0,M,1,1,8,3,7,0,185,1,1
Female,27,Caucasian,0,3,0,0,3,3.0,19.0,F,0,0,3,3,3,0,1172,0,0
Female,24,Caucasian,0,4,0,0,0,-2.0,2.0,F,0,0,4,5,0,0,912,0,0
Female,74,African-American,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,0,876,0,0
Male,27,African-American,0,7,0,1,8,0.0,1.0,M,1,1,7,5,8,1,170,1,1
Male,39,African-American,0,10,1,1,8,197.0,0.0,F,1,0,10,9,8,0,197,0,1
Male,29,Caucasian,0,2,0,0,5,0.0,0.0,F,0,0,2,3,5,0,888,0,0
Male,25,African-American,0,3,0,0,0,3.0,2.0,M,1,0,3,4,0,0,149,1,1
Female,35,African-American,0,3,0,0,5,-1.0,1.0,F,0,0,3,3,5,0,863,0,0
Male,29,African-American,0,6,0,0,1,-1.0,1.0,M,1,0,6,5,1,98,529,1,1
Male,36,Caucasian,0,2,0,0,1,-1.0,0.0,F,0,0,2,1,1,0,847,0,0
Male,61,African-American,0,4,0,0,13,64.0,279.0,F,1,0,4,2,13,0,64,0,1
Male,26,Caucasian,0,4,0,0,2,0.0,1.0,F,0,0,4,7,2,2,841,0,0
Male,28,African-American,0,5,0,0,1,3.0,1248.0,M,0,0,5,5,1,0,1181,0,0
Female,26,African-American,0,5,0,0,1,-1.0,1.0,F,0,0,5,4,1,0,800,0,0
Female,39,Caucasian,0,6,1,0,11,-1.0,1.0,F,1,0,6,3,11,0,316,1,1
Male,22,African-American,0,4,1,0,3,-1.0,1.0,F,1,0,4,6,3,0,8,1,1
Male,28,Caucasian,0,3,0,0,0,-1.0,1.0,F,0,0,3,2,0,1,272,0,0
Male,51,Caucasian,0,1,0,0,1,-2.0,2.0,F,1,1,1,1,1,0,78,0,1
Female,23,African-American,0,2,0,0,0,-1.0,1.0,M,0,0,2,3,0,0,761,0,0
Male,29,African-American,1,6,2,0,6,0.0,0.0,F,1,0,6,8,6,1,681,1,1
Male,24,African-American,0,9,0,2,1,-1.0,1.0,M,1,0,9,9,1,5,104,0,1
Female,33,African-American,0,7,0,0,5,-1.0,1.0,F,0,0,7,5,5,186,916,0,0
Male,21,Caucasian,1,3,0,0,1,-1.0,1.0,F,1,0,3,6,1,0,32,1,1
Male,59,Caucasian,0,1,0,0,3,-3.0,4.0,M,0,0,1,1,3,0,1052,0,0
Male,26,Caucasian,0,4,0,0,4,0.0,0.0,F,1,1,4,3,4,3,13,1,1
Male,36,Caucasian,0,1,0,0,0,3.0,57.0,M,1,0,1,1,0,0,992,1,0
Male,19,Caucasian,1,9,3,2,5,-31.0,31.0,M,1,0,9,9,5,0,130,0,1
Male,21,African-American,0,5,0,2,1,-1.0,1.0,F,1,0,5,5,1,0,10,0,1
Male,52,African-American,0,1,0,0,0,-1.0,1.0,M,1,0,1,1,0,0,720,1,1
Male,56,African-American,0,5,0,0,12,-1.0,1.0,F,1,0,5,4,12,1,4,1,1
Male,40,Caucasian,0,4,0,0,1,-1.0,1.0,M,0,0,4,3,1,1,829,0,0
Female,48,Caucasian,0,4,0,0,8,-26.0,26.0,M,1,0,4,2,8,0,99,1,1
Male,24,African-American,0,6,1,2,2,561.0,394.0,M,0,0,6,7,2,0,561,0,0
Female,26,African-American,0,4,0,0,0,-1.0,1.0,F,0,0,4,4,0,0,628,0,0
Male,59,African-American,0,6,0,0,5,3.0,1782.0,M,0,0,6,4,5,0,960,0,0
Male,66,Caucasian,0,1,0,0,1,-14.0,14.0,F,1,0,1,1,1,0,430,1,1
Female,54,African-American,0,4,0,0,6,-1.0,1.0,F,0,0,4,1,6,0,851,0,0
Male,31,Caucasian,0,7,0,0,4,-1.0,1.0,M,1,1,7,7,4,26,263,1,1
Male,34,Caucasian,0,3,0,0,0,-1.0,1.0,F,1,1,3,2,0,0,771,0,0
Male,25,African-American,0,9,0,0,9,-1.0,1.0,F,1,0,9,8,9,412,547,1,1
Male,47,Caucasian,0,4,0,0,2,-7.0,7.0,F,0,0,4,1,2,0,189,0,0
Male,51,African-American,0,8,0,1,12,-1.0,1.0,F,1,1,8,3,12,0,640,1,1
Male,25,Caucasian,0,3,0,0,1,-23.0,24.0,F,0,0,3,3,1,0,933,0,0
Female,31,African-American,0,2,0,0,2,-1.0,1.0,F,1,0,2,2,2,0,7,1,1
Male,36,Caucasian,0,2,0,0,1,-1.0,1.0,F,1,1,2,3,1,0,747,1,0
Male,77,Caucasian,0,1,0,0,3,3.0,1738.0,F,0,0,1,1,3,0,1122,0,0
Male,49,Caucasian,0,1,0,0,0,0.0,1.0,M,0,0,1,1,0,0,1110,0,0
Male,31,African-American,0,7,0,0,0,-1.0,1.0,F,0,0,7,4,0,0,594,0,0
Male,30,Caucasian,0,3,0,1,1,-1.0,1.0,F,0,0,3,3,1,0,170,0,0
Male,29,African-American,1,9,0,0,3,-1.0,1.0,F,1,0,9,6,3,0,503,1,1
Female,53,Caucasian,0,5,0,0,6,-1.0,1.0,F,1,0,5,1,6,10,246,0,1
Male,21,African-American,0,9,1,0,1,-1.0,1.0,F,1,1,9,8,1,0,374,1,1
Male,21,African-American,0,4,0,0,0,-1.0,1.0,F,0,0,4,6,0,0,846,0,0
Female,27,African-American,0,5,0,0,1,0.0,1.0,F,1,0,5,4,1,0,351,1,1
Female,65,African-American,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,0,767,0,0
Female,59,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,785,0,0
Male,59,African-American,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,1,865,0,0
Male,24,African-American,0,7,0,0,0,-1.0,1.0,M,0,0,7,7,0,2,1113,0,0
Male,40,African-American,0,1,0,0,0,0.0,1.0,F,0,0,1,1,0,1,1136,0,0
Male,51,African-American,0,1,0,0,0,-1.0,1.0,F,1,0,1,1,0,1,125,1,1
Male,34,African-American,1,9,0,0,10,-1.0,1.0,F,1,1,9,4,10,0,63,1,1
Male,52,African-American,0,1,0,0,1,-1.0,1.0,F,0,0,1,1,1,0,767,0,0
Male,29,Caucasian,0,4,0,0,1,-39.0,40.0,F,1,0,4,6,1,0,80,0,1
Male,24,African-American,0,9,0,0,15,-31.0,31.0,F,1,1,9,9,15,0,36,0,1
Male,38,African-American,0,3,0,0,2,-1.0,1.0,F,1,1,3,1,2,2,355,1,1
Female,22,African-American,0,8,0,0,0,-6.0,6.0,F,0,0,8,8,0,0,178,0,0
Male,43,African-American,0,5,0,0,0,-1.0,1.0,F,0,0,5,3,0,2,1155,0,0
Male,32,Caucasian,0,9,0,0,5,0.0,0.0,F,1,0,9,3,5,55,363,1,1
Male,55,African-American,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,0,103,0,0
Male,26,African-American,0,2,0,0,2,-1.0,1.0,F,1,0,2,3,2,8,545,0,0
Male,23,Caucasian,0,2,0,1,1,-1.0,1.0,M,0,0,2,3,1,0,861,0,0
Male,28,Caucasian,0,2,0,0,1,-1.0,1.0,M,1,0,2,2,1,0,19,1,1
Male,26,African-American,0,2,0,0,0,-1.0,1.0,F,0,0,2,3,0,1,1041,0,0
Female,28,Caucasian,0,5,0,0,1,0.0,0.0,M,1,0,5,2,1,0,511,0,1
Male,43,African-American,0,5,0,0,0,-1.0,1.0,F,1,0,5,4,0,1,313,1,1
Male,30,Caucasian,0,4,0,0,3,225.0,167.0,F,0,0,4,3,3,0,225,0,0
Male,33,African-American,0,7,0,0,21,-6.0,6.0,M,1,0,7,6,21,0,609,1,1
Male,21,Caucasian,0,3,0,1,0,-1.0,1.0,M,0,0,3,5,0,0,822,0,0
Female,32,Caucasian,0,1,0,1,0,-1.0,2.0,M,0,0,1,1,0,0,1132,0,0
Male,22,African-American,0,4,0,0,1,0.0,0.0,F,1,0,4,5,1,0,248,1,1
Male,51,African-American,0,1,0,0,3,0.0,0.0,F,0,0,1,1,3,0,904,0,0
Male,20,African-American,0,10,0,1,2,-1.0,1.0,F,1,0,10,8,2,128,227,1,1
Male,35,Caucasian,0,3,0,0,2,-1.0,1.0,F,0,0,3,2,2,0,777,0,0
Female,37,African-American,0,1,0,0,3,-1.0,1.0,F,0,0,1,1,3,28,938,0,0
Male,28,African-American,0,7,0,0,0,-2.0,3.0,M,1,0,7,7,0,0,68,0,1
Male,41,Caucasian,0,5,0,0,3,-1.0,1.0,M,1,0,5,2,3,1,337,0,1
Male,24,African-American,0,8,0,0,0,-1.0,1.0,M,1,1,8,8,0,1,556,1,1
Female,33,African-American,0,4,0,0,3,-1.0,1.0,M,0,0,4,3,3,1,1155,0,0
Male,25,African-American,0,8,0,0,4,-102.0,1.0,F,1,0,8,5,4,0,140,1,1
Female,30,Caucasian,0,6,0,0,4,-1.0,1.0,F,0,0,6,5,4,29,816,0,0
Male,20,African-American,0,7,0,0,1,0.0,0.0,F,1,0,7,6,1,6,162,1,1
Female,42,African-American,0,1,0,0,1,-10.0,10.0,F,0,0,1,1,1,0,884,0,0
Female,40,African-American,0,7,0,0,15,-1.0,0.0,F,1,1,7,6,15,65,328,1,1
Male,39,African-American,0,4,0,0,0,-1.0,1.0,F,1,0,4,1,0,0,177,1,1
Male,21,African-American,0,7,0,0,0,0.0,0.0,F,0,0,7,8,0,3,761,0,0
Male,39,Caucasian,0,2,0,0,2,-2.0,2.0,F,1,0,2,2,2,0,463,1,1
Male,24,Caucasian,0,2,0,0,0,0.0,0.0,F,0,0,2,3,0,0,823,0,0
Male,41,African-American,0,1,0,0,0,-1.0,1.0,F,0,0,1,1,0,0,1075,0,0
Male,39,African-American,0,4,0,0,1,-1.0,1.0,F,0,0,4,2,1,0,911,0,0
Female,24,African-American,0,8,0,0,3,-1.0,2.0,F,0,0,8,10,3,0,56,0,0
Female,24,African-American,0,4,0,0,1,-23.0,23.0,F,0,0,4,4,1,0,407,0,0
Male,29,African-American,0,2,0,0,0,-1.0,1.0,M,1,0,2,3,0,0,66,0,1
Male,39,African-American,0,10,0,0,35,-45.0,45.0,F,0,0,10,8,35,0,47,0,0
Male,25,Caucasian,0,5,0,0,2,-12.0,13.0,M,1,0,5,7,2,0,686,1,1
Female,23,Caucasian,0,6,0,0,0,-1.0,1.0,F,1,0,6,4,0,1,244,1,1
Male,22,African-American,0,10,0,1,1,0.0,0.0,F,1,0,10,10,1,0,277,1,1
Male,26,African-American,0,9,3,0,3,-1.0,2022.0,M,1,0,9,9,3,281,357,0,1
Female,24,African-American,0,6,0,0,3,-1.0,1.0,M,1,0,6,5,3,2,406,1,1
Male,44,African-American,0,5,0,0,0,-1.0,1.0,M,0,0,5,4,0,33,1178,0,0
Male,36,Caucasian,0,2,0,0,1,-19.0,19.0,F,1,0,2,2,1,0,258,1,1
Male,39,Caucasian,0,8,0,0,10,-1.0,1.0,F,1,0,8,5,10,0,276,1,1
Male,42,Caucasian,0,4,0,0,0,-1.0,1.0,F,0,0,4,1,0,0,843,0,0
Male,45,Caucasian,0,1,0,0,1,-2.0,2.0,M,0,0,1,1,1,0,781,0,0
Male,25,African-American,0,10,1,0,7,-1.0,1.0,F,1,1,10,10,7,19,294,0,1
Female,28,Caucasian,0,9,0,0,7,606.0,244.0,F,0,0,9,6,7,0,606,0,0
Male,33,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,0,2,1,0,4,841,0,0
Male,25,Caucasian,0,3,0,0,0,-1.0,1.0,M,0,0,3,4,0,2,1082,0,0
Male,32,African-American,0,4,1,0,5,-10.0,10.0,F,0,0,4,2,5,0,1036,0,0
Male,23,African-American,0,7,0,0,0,-1.0,1.0,F,0,0,7,5,0,3,1057,0,0
Male,39,Caucasian,0,5,0,0,0,-1.0,1.0,M,0,0,5,2,0,1,1180,0,0
Male,27,African-American,0,8,0,0,12,-1.0,1.0,F,1,1,8,4,12,0,150,1,1
Female,35,Caucasian,0,7,0,0,4,-1.0,1.0,M,0,0,7,2,4,1,847,0,0
Male,23,African-American,0,5,0,0,1,-58.0,58.0,F,0,0,5,6,1,0,117,0,0
Female,38,African-American,0,1,0,0,0,0.0,0.0,M,0,0,1,1,0,1,946,0,0
Male,30,African-American,0,2,0,0,4,-10.0,10.0,F,0,0,2,2,4,0,1103,0,0
Male,30,Caucasian,0,5,0,0,1,-1.0,1.0,F,0,0,5,2,1,28,392,0,0
Female,30,Caucasian,0,8,0,0,0,0.0,0.0,M,0,0,8,5,0,0,1143,0,0
Male,26,African-American,1,10,1,0,18,-1.0,1.0,F,1,0,10,7,18,567,582,1,1
Male,31,African-American,0,2,0,0,2,-1.0,1.0,F,1,0,2,2,2,1,443,0,0
Female,41,Caucasian,0,2,0,0,1,3.0,35.0,M,0,0,2,1,1,0,1180,0,0
Female,25,African-American,0,5,0,0,0,-1.0,1.0,M,0,0,5,4,0,43,971,0,0
Female,26,Caucasian,0,6,0,0,1,-13.0,13.0,F,0,0,6,4,1,0,1137,0,0
Male,38,African-American,0,7,0,0,2,0.0,0.0,F,1,0,7,6,2,9,11,1,1
Female,37,African-American,0,1,0,0,0,-1.0,1.0,M,0,0,1,1,0,0,1103,0,0
Male,34,Caucasian,0,5,0,1,3,-1.0,1.0,M,0,0,5,5,3,0,826,0,0
Female,31,African-American,0,6,0,0,0,-1.0,1.0,M,0,0,6,5,0,1,775,0,0
Female,29,Caucasian,0,2,0,0,0,0.0,1.0,M,0,0,2,2,0,0,1087,0,0
Male,20,Caucasian,1,9,0,0,1,28.0,50.0,F,1,0,9,10,1,0,28,0,1
Male,22,African-American,0,4,0,0,0,-1.0,1.0,F,0,0,4,6,0,0,997,0,0
Male,24,African-American,0,4,0,0,2,-1.0,1.0,M,1,0,4,4,2,0,295,1,1
Male,47,African-American,0,8,0,0,0,-1.0,1.0,F,1,1,8,6,0,0,44,1,1
Female,36,African-American,0,5,0,0,1,-1.0,1.0,F,1,0,5,4,1,5,708,1,1
Male,21,African-American,0,4,0,0,1,-1.0,1.0,M,0,0,4,6,1,0,904,0,0
Male,25,African-American,0,10,1,0,3,-1.0,1.0,M,1,0,10,9,3,80,108,0,1
Male,23,African-American,0,9,0,1,5,-1.0,1.0,F,1,1,9,9,5,4,35,1,1
Female,24,Caucasian,0,10,0,0,0,-1.0,2.0,M,0,0,10,6,0,0,111,0,0
Male,35,Caucasian,0,2,0,0,2,-1.0,1.0,F,1,0,2,1,2,1,348,1,1
Female,19,African-American,0,4,0,0,0,-1.0,1.0,M,1,1,4,6,0,0,242,1,1
Male,32,Caucasian,0,1,0,0,0,-1.0,1.0,F,1,1,1,2,0,5,513,1,1
Female,39,Caucasian,0,1,0,0,0,-3.0,3.0,M,1,1,1,1,0,0,506,1,1
Male,30,African-American,4,9,0,0,12,0.0,0.0,F,1,0,9,6,12,9,219,1,1
Male,33,African-American,0,7,0,0,2,-1.0,1.0,F,0,0,7,7,2,258,1183,0,0
Male,20,Caucasian,0,3,0,0,0,3.0,57.0,M,1,0,3,5,0,0,136,1,1
Female,36,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,0,2,1,0,0,811,0,0
Male,29,African-American,0,8,1,1,8,-1.0,1.0,F,1,0,8,4,8,2,10,1,1
Female,40,Caucasian,0,2,0,0,0,0.0,0.0,F,0,0,2,1,0,0,952,0,0
Male,53,African-American,0,7,0,0,4,-4.0,4.0,F,0,0,7,1,4,0,940,0,0
Female,28,Caucasian,0,2,0,0,0,-1.0,1.0,M,0,0,2,2,0,0,886,0,0
Male,27,African-American,0,9,1,0,9,-1.0,1.0,F,1,0,9,8,9,1,135,1,1
Male,55,Caucasian,0,3,0,0,0,-1.0,1.0,F,0,0,3,1,0,0,874,0,0
Male,22,African-American,1,7,0,0,1,-1.0,1.0,M,0,0,7,6,1,1,953,0,0
Female,34,African-American,0,1,0,0,1,-1.0,1.0,F,0,0,1,1,1,1,863,0,0
Male,55,Caucasian,0,2,0,0,1,-17.0,17.0,M,0,0,2,3,1,0,1052,0,0
Female,47,African-American,0,9,1,1,21,-1.0,1.0,M,1,0,9,6,21,21,182,1,1
Male,61,African-American,0,3,0,0,12,-1.0,1.0,F,0,0,3,4,12,241,1150,0,0
Male,57,African-American,0,1,0,0,3,0.0,0.0,F,0,0,1,1,3,2,1070,0,0
Female,38,Caucasian,0,3,0,0,2,-1.0,1.0,M,0,0,3,2,2,0,894,0,0
Male,25,Caucasian,4,4,0,1,13,-1.0,0.0,F,1,0,4,3,13,4,52,0,1
Male,23,African-American,0,2,0,0,0,-1.0,1.0,F,1,1,2,3,0,0,139,1,1
Male,23,Caucasian,0,5,0,0,3,-1.0,1.0,F,0,0,5,6,3,9,864,0,0
Male,20,African-American,0,3,0,0,0,-1.0,1.0,F,0,0,3,5,0,0,843,0,0
Male,44,Caucasian,0,8,0,0,1,-1.0,1.0,F,0,0,8,5,1,0,910,0,0
Female,38,Caucasian,0,1,0,0,1,-23.0,23.0,M,0,0,1,1,1,0,812,0,0
Male,56,African-American,0,2,0,0,5,-1.0,1.0,F,1,0,2,2,5,0,29,1,1
Male,43,Caucasian,0,2,0,0,2,0.0,0.0,F,1,0,2,1,2,5,33,1,1
Male,22,African-American,0,3,0,0,0,-1.0,2.0,F,1,0,3,5,0,149,166,0,1
Male,31,African-American,0,9,0,0,6,-54.0,54.0,F,1,0,9,9,6,0,34,1,1
Male,29,African-American,0,6,0,0,0,0.0,0.0,F,0,0,6,3,0,1,863,0,0
Male,22,African-American,0,9,0,0,1,0.0,1.0,F,1,0,9,10,1,103,170,1,1
Male,23,African-American,0,9,0,0,3,-1.0,1.0,F,1,1,9,8,3,43,104,1,1
Male,24,Caucasian,0,4,0,1,1,-23.0,23.0,F,0,0,4,4,1,0,834,0,0
Male,21,African-American,0,9,1,0,2,-1.0,1.0,F,0,0,9,7,2,0,743,0,0
Female,29,African-American,0,2,0,0,0,0.0,0.0,M,0,0,2,2,0,1,909,0,0
Female,51,Caucasian,0,4,0,0,0,-1.0,1.0,M,1,0,4,1,0,0,70,1,1
Male,25,African-American,0,3,0,0,1,0.0,0.0,F,0,0,3,4,1,0,968,0,0
Male,62,African-American,0,8,0,0,22,0.0,0.0,F,1,0,8,2,22,33,238,1,1
Male,25,African-American,0,4,0,0,0,-1.0,1.0,F,1,0,4,5,0,0,483,1,1
Male,27,Caucasian,0,2,0,0,2,-1.0,1.0,F,0,0,2,3,2,1,838,0,0
Male,49,African-American,0,2,0,0,0,3.0,57.0,M,1,0,2,2,0,1,749,1,0
Female,22,Caucasian,0,9,0,0,3,-1.0,1.0,F,1,0,9,4,3,2,210,0,1
Female,34,Caucasian,0,10,0,0,9,84.0,18.0,M,1,0,10,6,9,0,84,0,1
Male,21,Caucasian,0,3,0,0,0,-1.0,1.0,F,1,1,3,5,0,1,73,1,1
Male,51,Caucasian,0,1,0,0,3,-125.0,88.0,M,1,0,1,1,3,0,182,0,1
Female,39,Caucasian,0,5,0,0,2,-1.0,1.0,F,1,0,5,1,2,0,24,1,1
Male,43,African-American,0,3,0,0,8,-1.0,1.0,F,1,0,3,3,8,0,261,1,1
Male,22,African-American,0,6,0,0,0,0.0,0.0,M,1,0,6,8,0,1,402,1,1
Female,28,African-American,0,7,0,0,4,-1.0,1.0,F,0,0,7,3,4,1,791,0,0
Male,43,Caucasian,0,9,0,0,0,-1.0,1.0,F,1,0,9,3,0,0,394,1,1
