sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,v_decile_score,decile_score_again
Male,32,African-American,0,0,0,0,-1.0,1.0,F,1,F,0,1,2
Male,25,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,7
Female,21,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,3
Male,23,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,3
Female,29,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Male,38,African-American,0,0,0,19,-4.0,4.0,F,1,F,1,5,9
Female,29,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,3,5
Male,29,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,1
Male,40,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,27,African-American,0,0,0,6,-1.0,1.0,F,1,M,0,9,8
Male,25,Caucasian,0,0,0,0,0.0,1.0,M,1,M,0,2,2
Male,34,African-American,0,0,0,1,-38.0,38.0,F,0,O,0,4,5
Female,31,Caucasian,0,0,2,2,-1.0,1.0,F,1,M,0,4,5
Male,21,African-American,0,0,1,2,-1.0,1.0,F,0,O,0,9,10
Male,30,African-American,0,0,0,8,0.0,0.0,F,1,M,0,9,9
Male,41,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,7
Male,38,Caucasian,3,0,0,11,-1.0,1.0,F,0,O,0,10,9
Male,59,African-American,0,0,0,8,-1.0,1.0,F,1,F,0,2,4
Male,21,Caucasian,0,0,0,1,-1.0,1.0,M,1,M,1,7,4
Male,61,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,2
Female,33,African-American,0,0,0,6,-51.0,51.0,M,1,M,0,4,4
Male,39,African-American,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,27,African-American,0,0,0,6,-1.0,1.0,F,1,M,0,2,4
Male,53,Caucasian,0,0,0,2,0.0,745.0,F,0,O,0,1,1
Female,22,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,4,3
Female,31,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,2,5
Male,21,Caucasian,0,0,0,0,-1.0,2.0,M,0,O,0,4,2
Male,29,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,3
Male,30,African-American,0,0,0,0,-1.0,2.0,F,0,O,0,2,1
Male,34,Caucasian,0,0,0,2,-48.0,49.0,F,0,O,0,1,1
Male,43,Caucasian,0,0,0,4,-1.0,1.0,F,0,O,0,1,5
Male,21,African-American,0,0,11,2,-1.0,1.0,F,0,O,0,9,10
Female,24,Caucasian,0,0,1,2,-2.0,3.0,F,0,O,0,4,9
Male,34,African-American,0,0,0,3,0.0,1.0,F,0,O,0,6,8
Male,34,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,4
Male,23,Caucasian,0,0,1,7,-1.0,1.0,F,0,O,0,5,8
Male,22,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,6,8
Male,45,African-American,0,0,0,13,-1.0,1.0,M,1,F,1,6,7
Male,23,Caucasian,0,0,1,0,0.0,1.0,F,1,M,1,9,9
Male,34,African-American,0,1,0,6,-1.0,1.0,F,0,O,0,3,5
Female,40,Caucasian,0,0,0,5,16.0,483.0,F,0,O,0,3,10
Female,23,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,6,7
Male,39,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,2
Female,26,African-American,0,0,0,5,-1.0,1.0,F,1,M,0,6,5
Female,26,Caucasian,0,0,0,0,-2.0,3.0,M,0,O,0,2,2
Male,21,African-American,0,0,0,0,0.0,0.0,M,0,O,0,6,4
Male,30,Caucasian,0,1,1,3,-1.0,1.0,F,0,O,0,3,3
Male,44,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,1,4
Male,21,African-American,0,0,0,1,-21.0,22.0,F,1,M,0,8,7
Male,23,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,5,4
Female,49,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,23,African-American,0,0,0,3,-1.0,1.0,F,1,M,0,8,10
Male,32,Caucasian,0,0,0,4,-1.0,1.0,F,0,O,0,4,7
Male,24,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,7,5
Female,21,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,5,4
Female,37,Caucasian,0,0,0,7,-30.0,30.0,F,1,F,0,2,6
Female,21,African-American,0,0,0,1,0.0,1.0,M,1,F,0,6,5
Male,28,Caucasian,0,0,0,2,-1.0,1.0,F,1,M,1,3,2
Male,42,Caucasian,0,0,0,2,-43.0,43.0,M,0,O,0,5,4
Female,24,African-American,0,0,0,2,-1.0,1.0,F,1,M,1,4,6
Male,31,Caucasian,0,0,0,0,0.0,1.0,F,0,O,0,6,7
Male,24,African-American,1,0,0,2,-1.0,1.0,M,1,M,0,9,10
Male,24,Caucasian,0,0,0,2,-60.0,60.0,M,0,O,0,6,6
Male,25,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,3,2
Female,44,Caucasian,0,0,0,0,-2.0,2.0,M,0,O,0,1,2
Male,55,African-American,0,0,0,12,0.0,1153.0,F,0,O,0,1,2
Male,33,African-American,0,0,0,1,-1.0,1.0,M,1,M,0,1,1
Male,26,African-American,1,3,0,24,-1.0,1.0,M,1,F,1,10,10
Male,20,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,7,5
Male,28,Caucasian,0,0,0,9,-134.0,134.0,F,0,O,0,8,7
Male,27,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,4,7
Male,26,Caucasian,0,0,0,3,-123.0,123.0,M,0,O,0,3,2
Male,45,Caucasian,0,0,0,4,-1.0,1.0,M,0,O,0,1,4
Male,26,Caucasian,0,0,0,1,219.0,37.0,F,0,O,0,3,4
Female,27,African-American,0,0,0,0,0.0,1.0,M,0,O,0,3,4
Male,46,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,1,1,1
Male,28,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,3,2
Female,38,Caucasian,0,0,0,1,-1.0,1.0,M,1,M,1,4,6
Male,55,Caucasian,0,0,0,10,0.0,1.0,F,0,O,0,3,6
Female,44,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,35,Caucasian,0,0,0,5,-1.0,0.0,F,0,O,0,8,7
Male,24,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,4,9
Female,24,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,5,5
Male,26,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,4
Female,38,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,4
Female,62,Caucasian,0,0,0,2,-45.0,45.0,F,0,O,0,1,3
Male,27,African-American,0,0,0,7,-1.0,1.0,F,1,O,0,6,9
Male,48,African-American,0,0,0,6,-1.0,1.0,F,0,O,0,2,3
Female,31,Caucasian,0,0,0,2,-28.0,28.0,F,1,F,0,1,4
Male,28,African-American,0,0,0,5,-1.0,1.0,M,1,F,0,7,5
Female,21,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,5,7
Male,42,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Female,25,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,5,7
Male,25,Caucasian,0,0,1,6,-1.0,1.0,M,1,M,0,4,5
Male,27,African-American,0,0,0,8,53.0,294.0,F,1,M,1,9,10
Male,55,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,25,African-American,0,0,0,1,0.0,113.0,F,0,O,0,4,3
Male,40,African-American,0,0,0,5,0.0,1971.0,F,1,F,1,7,7
Male,21,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,6,4
Male,50,Caucasian,0,0,0,26,-92.0,16.0,F,1,M,0,2,7
Female,46,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,28,African-American,0,1,0,10,-1.0,0.0,F,1,M,0,6,7
Male,20,African-American,0,1,0,2,-16.0,16.0,F,1,M,0,7,9
Male,31,African-American,5,0,0,10,-1.0,1.0,F,1,F,0,6,9
Female,57,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,25,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,4,2
Male,22,African-American,0,4,0,7,-11.0,7.0,F,1,F,0,9,8
Male,31,African-American,0,0,0,3,-1.0,1.0,F,1,M,1,2,3
Male,28,African-American,0,0,0,4,-1.0,751.0,M,0,O,0,8,10
Male,41,Caucasian,0,0,0,11,-1.0,1.0,F,0,O,0,6,9
Male,43,African-American,0,0,0,7,0.0,0.0,F,0,O,0,3,4
Female,25,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,3,4
Male,23,African-American,0,1,0,5,-343.0,0.0,M,0,O,0,8,8
Male,40,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,20,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,7,5
Male,35,African-American,0,0,0,2,-1.0,1.0,M,0,O,0,4,7
Male,34,African-American,0,0,0,1,-1.0,1.0,M,1,M,0,1,1
Male,27,Caucasian,0,0,1,18,-1.0,1.0,F,1,M,0,10,9
Male,25,African-American,0,1,1,15,-1.0,1.0,F,0,O,0,9,9
Female,38,African-American,0,0,0,3,0.0,0.0,F,1,M,0,1,1
Male,21,Caucasian,0,0,0,0,-1.0,1.0,F,1,F,0,7,7
Male,27,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,2
Male,25,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,2,1
Male,53,African-American,0,0,0,6,-1.0,1.0,M,1,M,0,3,6
Female,50,African-American,0,0,0,4,-1.0,2.0,F,0,O,0,1,3
Female,23,Caucasian,0,0,0,1,0.0,0.0,M,0,O,0,4,6
Male,45,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,27,African-American,1,0,0,2,165.0,73.0,F,1,M,0,5,4
Male,52,Caucasian,0,0,0,6,-1.0,1.0,F,0,O,0,5,4
Male,27,Caucasian,0,0,0,0,0.0,0.0,M,1,M,0,3,3
Male,29,African-American,0,0,0,5,0.0,1.0,F,1,M,0,7,8
Male,38,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,1,1
Female,54,Caucasian,0,0,0,2,-3.0,4.0,F,0,O,0,1,2
Male,26,African-American,0,0,0,1,0.0,0.0,F,1,F,0,10,10
Male,37,African-American,1,8,5,23,-1.0,1.0,F,1,F,0,6,8
Male,36,African-American,0,2,1,25,0.0,0.0,M,1,F,0,3,10
Male,28,African-American,0,0,0,18,-1.0,1.0,F,1,M,1,7,10
Male,27,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,1
Male,22,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,9,7
Male,49,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,1,1
Male,20,Caucasian,0,0,1,0,-1.0,1.0,F,0,O,0,9,9
Male,36,African-American,0,0,0,11,-1.0,1.0,F,1,M,0,3,7
Female,26,African-American,0,0,0,2,0.0,634.0,F,0,O,0,8,9
Female,41,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,3
Female,43,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,1,6
Male,40,Caucasian,1,0,0,9,-1.0,1.0,F,0,O,0,6,9
Male,29,Caucasian,0,0,1,8,-54.0,54.0,M,0,O,0,4,8
Male,21,African-American,1,0,0,7,-1.0,1.0,F,1,F,0,10,10
Male,25,Caucasian,0,0,0,4,0.0,687.0,F,0,O,0,4,5
Male,33,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,26,African-American,0,0,0,7,-19.0,19.0,F,0,O,0,6,7
Female,27,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,3,3
Male,35,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,2
Male,57,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,27,African-American,0,0,0,3,-1.0,365.0,M,0,O,0,4,2
Female,31,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,3,5
Male,36,African-American,1,0,0,26,-1.0,1.0,F,1,M,0,4,8
Male,50,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,52,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,24,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,4,4
Male,38,African-American,0,0,0,0,0.0,1.0,F,0,O,0,3,4
Male,26,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,4,2
Male,54,African-American,0,0,0,11,-1.0,1.0,F,0,O,0,3,8
Male,71,Caucasian,0,0,0,13,-1.0,1.0,F,0,O,0,1,2
Male,27,African-American,0,4,4,9,-1.0,1.0,F,1,F,0,3,7
Female,39,Caucasian,0,0,0,1,-1.0,2.0,F,0,O,0,1,4
Male,46,African-American,1,0,0,8,261.0,0.0,M,1,F,0,5,4
Female,36,African-American,0,0,0,5,0.0,0.0,F,1,M,1,4,6
Male,55,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Female,27,African-American,0,0,0,4,0.0,0.0,F,0,O,0,4,6
Male,45,African-American,0,0,0,0,0.0,63.0,O,1,M,1,1,3
Male,27,Caucasian,0,0,0,0,0.0,0.0,F,0,O,0,3,4
Male,22,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,5,7
Male,31,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,9,6
Male,23,African-American,0,0,3,2,0.0,0.0,F,1,M,0,4,4
Male,20,African-American,1,0,0,1,-1.0,1.0,F,1,F,0,7,7
Female,31,African-American,0,2,0,10,-3.0,3.0,F,0,O,0,4,8
Male,24,Caucasian,0,0,0,8,0.0,0.0,F,1,M,0,9,9
Female,37,Caucasian,0,0,0,2,-1.0,1.0,F,1,M,0,2,8
Male,25,African-American,0,0,0,0,-41.0,2.0,M,1,M,0,7,6
Male,26,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,3,3
Female,24,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,3,4
Female,24,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,5
Male,42,Caucasian,0,0,0,2,1.0,68.0,F,0,O,0,3,5
Male,29,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,3,2
Male,41,African-American,0,0,0,4,0.0,0.0,M,1,M,0,1,1
Male,37,African-American,0,0,0,0,-1.0,1.0,F,1,M,1,1,1
Male,46,Caucasian,0,0,0,2,-1.0,1.0,F,0,O,0,1,3
Female,56,Caucasian,0,0,0,10,-1.0,1.0,F,1,M,0,4,5
Female,28,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,2,2
Male,36,African-American,0,0,0,3,0.0,0.0,F,0,O,0,5,7
Male,23,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,5,3
Female,23,African-American,0,0,0,1,-2.0,2.0,F,1,M,0,5,5
Male,25,African-American,0,0,0,0,0.0,1.0,F,1,F,0,6,8
Male,24,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,6,7
Male,35,African-American,0,0,0,27,-103.0,1.0,F,0,O,0,6,10
Male,48,African-American,0,0,0,10,0.0,215.0,F,0,O,0,6,8
Male,72,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,55,Caucasian,0,0,0,9,-1.0,1.0,F,0,O,0,1,1
Male,24,Caucasian,0,0,0,2,-1.0,1.0,F,1,F,0,5,7
Male,43,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,36,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,49,Caucasian,0,0,0,1,-9.0,9.0,M,0,O,0,1,1
Male,25,African-American,0,1,1,8,0.0,1.0,F,0,O,0,8,10
Male,32,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,9
Male,27,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,5,4
Male,46,African-American,0,0,0,3,-1.0,1.0,F,0,O,0,1,2
Male,26,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,2,1
Male,32,Caucasian,0,0,0,5,0.0,0.0,F,0,O,0,2,2
Male,23,African-American,0,0,0,0,-1.0,1.0,F,1,M,1,6,9
Male,43,Caucasian,0,0,0,2,-26.0,26.0,F,0,O,0,1,1
Female,53,Caucasian,0,0,0,0,-2.0,2.0,M,0,O,0,1,1
Male,24,African-American,0,0,0,1,-1.0,1.0,F,1,M,0,5,6
Male,25,African-American,1,0,0,4,0.0,99.0,M,0,O,0,7,9
Male,28,African-American,0,0,0,0,0.0,1.0,F,0,O,0,5,4
Male,32,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,21,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,5,3
Male,33,Caucasian,0,0,0,3,0.0,1.0,F,1,F,0,4,7
Male,36,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,35,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,25,Caucasian,0,0,0,4,-60.0,60.0,F,0,O,0,5,7
Male,30,African-American,0,0,0,3,0.0,1.0,F,0,O,0,3,1
Male,55,Caucasian,0,0,0,3,0.0,1.0,M,0,O,0,1,3
Male,28,African-American,0,0,0,0,-2.0,2.0,M,0,O,0,3,3
Male,44,Caucasian,0,0,0,0,-1.0,1.0,M,1,M,1,1,1
Female,48,Caucasian,0,0,0,2,-66.0,67.0,F,0,O,0,1,1
Male,19,African-American,2,1,1,3,22.0,23.0,F,1,F,0,10,10
Male,24,African-American,0,0,1,3,0.0,1.0,F,1,F,0,7,8
Male,50,Caucasian,0,0,0,2,0.0,1.0,F,0,O,0,6,3
Female,27,Caucasian,0,0,0,13,-1.0,1.0,F,0,O,0,2,5
Male,23,African-American,2,0,1,4,85.0,260.0,F,0,O,0,9,10
Male,31,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,2,2
Male,31,African-American,0,0,0,0,0.0,1.0,M,0,O,0,3,4
Female,28,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,3,4
Male,42,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,36,Caucasian,0,0,0,2,-1.0,1.0,M,0,O,0,2,6
Male,21,African-American,0,0,0,0,0.0,1.0,M,1,F,0,6,9
Male,29,African-American,0,0,0,5,0.0,643.0,F,0,O,0,9,10
Male,48,Caucasian,0,0,0,1,0.0,497.0,F,0,O,0,1,1
Male,54,Caucasian,0,0,0,5,0.0,0.0,F,0,O,0,1,4
Male,21,Caucasian,0,0,0,0,0.0,1.0,F,1,M,0,5,8
Male,31,Caucasian,0,0,0,3,-1.0,1.0,F,1,F,0,3,5
Male,27,Caucasian,0,0,0,0,0.0,0.0,F,1,F,0,8,9
Male,36,African-American,0,1,0,7,-1.0,1.0,F,0,O,0,5,7
Male,24,Caucasian,0,0,0,10,0.0,0.0,F,0,O,0,5,8
Male,28,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,4,5
Male,20,African-American,0,0,1,0,-1.0,1.0,F,0,O,0,6,3
Male,75,Caucasian,0,0,0,1,-35.0,36.0,F,1,F,0,1,4
Male,28,African-American,0,0,0,7,-1.0,0.0,F,1,F,0,3,5
Male,67,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,30,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,3,4
Female,36,African-American,0,1,0,5,-1.0,1.0,F,0,O,0,2,5
Female,32,African-American,0,0,0,11,0.0,0.0,F,0,O,0,4,7
Male,44,African-American,0,0,0,7,0.0,1.0,F,0,O,0,3,4
Male,25,African-American,0,0,0,1,-24.0,24.0,F,1,F,0,5,4
Male,38,African-American,0,0,0,18,0.0,864.0,F,0,O,0,8,10
Female,30,African-American,0,0,0,15,0.0,1.0,M,1,M,0,4,8
Male,28,Caucasian,0,1,0,9,-1.0,1.0,M,0,O,0,3,4
Male,58,African-American,0,0,0,17,-1.0,1.0,F,0,O,0,5,6
Female,32,African-American,0,0,0,5,-1.0,1.0,F,0,O,0,3,8
Male,27,African-American,0,0,0,0,0.0,0.0,F,1,M,0,6,6
Male,26,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,3
Male,54,African-American,0,0,0,26,-1.0,1.0,F,0,O,0,9,5
Female,23,Caucasian,0,0,1,0,-1.0,1.0,M,0,O,0,3,3
Male,42,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,4
Male,36,African-American,0,0,0,4,-215.0,215.0,F,0,O,0,2,4
Female,25,Caucasian,0,0,0,0,0.0,1.0,M,0,O,0,4,4
Female,33,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,2,4
Male,26,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,2,2
Male,31,Caucasian,0,0,0,5,-1.0,1.0,F,1,M,0,2,5
Male,30,Caucasian,0,0,0,0,0.0,0.0,M,1,M,0,2,1
Male,33,African-American,0,0,0,4,-9.0,9.0,F,0,O,0,2,2
Male,26,African-American,0,0,0,1,0.0,0.0,M,1,M,0,3,3
Male,25,African-American,0,0,0,9,-1.0,1.0,F,0,O,0,8,9
Female,31,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,37,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Female,22,Caucasian,0,0,0,2,-1.0,1.0,M,1,M,0,6,7
Male,50,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,37,African-American,0,0,0,4,135.0,1.0,F,0,O,0,1,1
Male,58,Caucasian,0,0,0,1,-1.0,1.0,F,1,M,1,1,1
Female,28,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,2,2
Male,34,Caucasian,0,0,0,3,-1.0,1.0,M,1,M,0,3,4
Male,32,Caucasian,0,0,0,1,0.0,0.0,F,1,F,0,1,1
Female,43,Caucasian,0,0,0,1,-27.0,27.0,M,0,O,0,1,1
Male,29,African-American,0,0,0,0,-1.0,1.0,M,1,M,0,2,1
Male,27,African-American,0,0,0,0,0.0,0.0,M,0,O,0,2,1
Male,39,Caucasian,0,0,0,5,-21.0,21.0,F,0,O,0,2,3
Male,24,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,4,3
Male,38,African-American,1,0,0,8,-1.0,2.0,M,0,O,0,6,7
Male,52,Caucasian,0,0,0,7,-23.0,23.0,F,0,O,0,1,2
Female,23,African-American,0,0,0,0,0.0,0.0,F,0,O,0,5,6
Male,56,African-American,0,0,0,3,-27.0,27.0,M,1,M,0,1,2
Male,48,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Male,46,Caucasian,0,0,0,7,0.0,0.0,F,1,F,0,7,6
Male,57,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,2,1
Male,38,Caucasian,0,0,0,5,-11.0,11.0,F,1,M,0,2,1
Male,47,Caucasian,0,0,0,3,0.0,0.0,M,0,O,0,1,5
Female,26,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,3,3
Male,32,Caucasian,0,0,0,0,-7.0,7.0,F,0,O,0,2,1
Male,32,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,7,9
Male,34,African-American,0,1,0,27,-1.0,1.0,M,0,O,0,3,7
Male,42,African-American,0,0,0,5,-1.0,1.0,F,0,O,0,6,6
Female,35,African-American,0,0,0,0,-1.0,1.0,M,1,F,0,1,1
Male,20,Caucasian,0,0,0,0,-1.0,1.0,F,1,M,0,10,10
Female,32,Caucasian,0,0,0,2,-1.0,1.0,F,1,F,0,4,10
Male,21,Caucasian,0,0,1,0,-1.0,1.0,M,0,O,0,7,5
Male,24,African-American,0,0,0,0,0.0,0.0,M,1,M,0,3,2
Male,42,Caucasian,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,24,African-American,0,0,0,1,-1.0,1.0,M,1,F,0,9,9
Male,23,African-American,0,0,0,4,-1.0,1.0,F,0,O,0,5,7
Female,30,Caucasian,0,0,0,5,-1.0,1.0,M,0,O,0,3,4
Male,26,African-American,0,0,0,0,-1.0,1.0,M,1,F,0,4,3
Male,52,Caucasian,0,0,0,8,0.0,0.0,F,0,O,0,1,2
Male,26,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,5,4
Male,32,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,1,1
Male,27,African-American,0,0,0,1,-1.0,1.0,M,0,O,0,4,2
Female,27,Caucasian,0,0,0,0,0.0,0.0,M,0,O,0,3,5
Male,56,Caucasian,0,0,0,0,-1.0,1.0,F,0,O,0,1,1
Male,52,Caucasian,0,0,0,16,-4.0,5.0,F,1,M,0,4,9
Male,37,African-American,0,0,0,3,-1.0,1.0,F,1,F,0,1,1
Female,57,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,1,1
Male,45,African-American,0,0,0,0,-6.0,6.0,M,0,O,0,1,1
Male,23,African-American,0,0,0,1,-39.0,39.0,M,0,O,0,4,2
Female,36,Caucasian,0,0,0,3,-27.0,27.0,F,1,F,0,7,6
Female,29,African-American,0,0,0,0,-3.0,3.0,F,0,O,0,2,2
Male,51,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,1,1
Female,53,Caucasian,0,0,0,4,-62.0,52.0,F,0,O,0,1,8
Male,69,African-American,0,0,0,3,0.0,315.0,F,0,O,0,1,6
Male,28,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,4
Male,27,African-American,0,1,0,11,-1.0,1.0,F,0,O,0,6,8
Male,28,African-American,1,0,1,11,0.0,1.0,F,1,M,0,6,8
Male,38,African-American,0,0,0,4,-1.0,1.0,M,1,M,0,1,1
Female,19,African-American,0,0,0,1,-1.0,1.0,F,1,F,1,7,9
Male,53,African-American,0,0,0,0,0.0,63.0,O,-1,O,0,9,8
Male,65,Caucasian,0,0,0,0,-1.0,1.0,M,0,O,0,1,4
Female,37,Caucasian,0,0,0,1,-1.0,1.0,F,0,O,0,1,1
Male,34,African-American,0,0,0,0,-1.0,1.0,M,1,M,1,1,1
Male,37,Caucasian,0,0,0,7,-1.0,1.0,F,1,F,0,6,8
Male,21,African-American,0,0,1,1,-1.0,1.0,F,0,O,0,7,8
Male,21,African-American,0,0,0,0,-1.0,1.0,F,1,M,0,8,9
Female,38,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,2,4
Male,47,African-American,0,0,0,1,0.0,1.0,M,0,O,0,5,4
Female,26,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,3,3
Male,56,Caucasian,0,0,0,3,-1.0,1.0,F,0,O,0,2,2
Male,27,African-American,0,0,0,2,-1.0,1.0,F,1,M,0,7,7
Male,44,African-American,0,0,0,0,-1.0,1.0,F,0,O,0,1,2
Male,32,Caucasian,0,0,0,1,-1.0,1.0,M,0,O,0,2,2
Male,23,African-American,0,0,0,0,-1.0,1.0,M,0,O,0,8,8
Male,57,Caucasian,0,0,0,0,-2.0,2.0,F,0,O,0,1,1
Male,25,African-American,0,1,0,9,-17.0,6.0,F,0,O,0,4,7
Female,23,African-American,0,0,0,2,16.0,20.0,F,1,F,1,9,10
Male,32,African-American,0,0,0,8,0.0,1.0,F,1,M,0,5,10
Female,36,African-American,0,0,0,2,-2.0,2.0,M,0,O,0,3,5
Male,41,African-American,0,0,0,5,-1.0,1006.0,M,0,O,0,6,5
Male,36,African-American,0,0,0,2,-2.0,1.0,F,0,O,0,1,1
Male,62,African-American,0,0,0,1,-1.0,1.0,F,0,O,0,1,6
Female,41,Caucasian,0,0,0,7,25.0,81.0,F,0,O,0,2,6
Male,21,African-American,0,0,0,1,-1.0,1.0,F,1,M,1,6,6
Male,43,Caucasian,0,0,0,8,35.0,435.0,F,1,F,0,6,4
Male,22,African-American,0,0,0,0,0.0,1.0,F,0,O,0,6,4
