age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
2,2,278632,4,1,6,0,1,0,0,2,0,0
3,2,355551,1,0,10,0,0,0,0,2,4,0
2,2,246891,0,1,1,0,1,0,0,4,8,1
0,2,124486,14,0,4,0,1,0,2,0,0,0
4,2,191417,4,6,1,1,1,0,0,4,0,0
0,2,184543,1,0,5,0,0,0,0,2,0,0
2,2,122206,1,1,6,0,1,0,0,2,0,0
2,2,229015,0,1,1,0,1,0,0,3,0,1
1,2,130067,0,1,3,0,0,0,0,2,0,1
2,4,306495,0,1,3,0,1,0,0,1,0,0
1,2,232855,1,0,8,1,0,0,0,2,0,0
3,4,171328,5,3,0,1,0,0,0,1,0,0
4,2,144182,1,6,3,0,0,0,0,1,0,0
1,2,102858,1,4,0,0,1,0,0,2,0,0
4,2,209438,5,2,4,1,0,0,0,2,0,0
3,2,74895,6,1,10,0,1,0,1,3,0,0
2,2,184378,9,1,1,0,1,0,0,2,0,0
1,2,446512,5,4,4,1,0,0,0,2,0,0
1,3,113688,1,0,8,0,0,0,0,2,0,0
2,2,333305,5,1,5,0,0,0,0,2,0,1
0,2,118535,14,0,5,0,0,0,0,0,0,0
4,2,76142,1,2,4,0,0,0,0,2,0,0
3,4,38795,4,1,1,0,1,0,0,2,0,0
4,2,203313,1,6,4,0,0,1,0,0,0,0
4,2,247483,5,1,5,0,1,0,0,2,0,1
4,0,198686,1,1,4,0,1,0,0,2,0,0
2,2,56118,1,2,4,0,0,0,0,2,0,0
2,3,359808,6,0,1,0,1,0,0,2,0,0
1,2,231554,5,1,0,1,1,0,0,3,0,0
1,2,34848,5,1,4,0,1,0,0,2,0,0
1,2,199934,5,1,8,1,1,2,0,2,0,1
1,2,196243,1,0,8,0,0,0,0,2,0,0
4,5,66360,2,1,1,0,1,2,0,1,0,1
0,2,189487,5,0,5,0,0,0,0,1,0,0
0,2,194848,1,0,7,0,1,0,0,2,0,0
1,2,167309,0,1,0,0,1,0,3,2,0,1
2,2,192878,0,1,8,0,1,0,0,2,0,1
3,2,70209,5,2,3,0,0,0,0,0,0,0
3,3,123011,1,2,0,0,1,0,0,2,0,0
3,1,135339,0,1,1,2,1,3,0,0,26,1
3,3,497486,1,3,0,0,0,1,0,2,0,0
0,2,178478,0,0,0,0,0,0,0,2,0,0
2,2,149909,0,1,5,0,1,3,0,3,0,1
2,2,103323,1,0,10,0,1,0,0,2,0,0
3,2,239404,12,1,6,1,1,0,0,2,0,0
4,2,165082,1,0,0,0,0,0,0,2,0,0
2,2,389725,5,2,0,0,1,0,0,2,0,0
3,2,374580,1,4,5,0,0,0,0,3,0,0
0,2,259300,0,0,5,0,0,0,0,0,0,0
0,2,277695,4,0,7,0,1,0,0,0,4,0
0,2,230248,7,4,8,0,1,0,0,2,0,0
1,1,196342,5,0,5,0,1,0,0,1,0,0
0,2,160968,2,0,0,0,1,0,0,0,0,0
1,2,115438,0,0,0,0,1,0,0,2,0,0
1,2,231043,9,1,0,0,1,2,0,2,0,0
1,2,129597,5,1,5,0,1,0,0,3,0,0
0,4,387108,5,1,11,1,1,0,0,2,0,0
2,2,105936,1,1,0,0,0,0,0,1,0,1
3,2,125000,3,2,1,0,1,0,0,2,0,1
0,2,229456,5,0,0,1,0,0,0,1,0,0
0,2,230113,5,0,4,0,1,0,0,3,0,0
2,2,106698,1,2,4,0,0,0,0,2,0,0
2,2,133454,6,0,10,0,1,0,0,2,0,0
3,2,295520,4,6,5,1,0,0,0,1,0,0
1,2,151551,5,4,5,3,1,1,0,3,0,0
4,2,100313,5,1,11,0,1,0,3,2,0,1
0,2,320294,1,0,1,0,1,0,0,2,0,0
3,2,162381,15,1,6,0,1,0,0,3,0,0
1,2,183898,1,2,10,0,1,1,0,2,0,0
2,5,32016,1,1,5,0,1,0,0,4,0,0
1,2,117028,1,1,8,0,1,0,0,2,0,0
3,2,280278,1,6,3,1,0,0,0,2,0,0
4,2,342906,4,1,5,1,1,0,0,3,0,1
0,2,181598,2,1,9,0,1,0,0,2,0,0
0,2,224059,1,1,8,0,1,0,0,2,0,0
3,2,148549,0,0,1,0,1,0,0,3,0,0
1,2,97355,5,2,5,0,0,0,0,3,0,0
2,5,140988,0,1,5,2,1,0,0,2,3,0
0,2,148409,5,0,5,0,1,1,0,0,0,0
2,4,150755,0,1,3,0,1,4,0,4,0,1
1,2,87006,5,1,0,0,0,0,1,2,0,0
1,2,112158,12,1,10,0,1,0,0,2,0,0
1,2,121488,0,0,5,0,0,0,0,2,0,0
4,0,283635,5,2,10,0,0,0,0,2,0,0
2,2,69758,6,1,9,2,1,0,0,2,0,0
2,2,199900,6,1,1,0,1,0,2,3,0,1
3,2,88019,5,2,6,0,1,0,0,3,0,0
1,2,31935,5,2,0,0,0,0,0,2,0,0
1,2,323055,1,1,10,0,1,0,0,2,0,0
3,2,189498,1,1,5,0,1,0,0,3,0,1
3,2,89041,1,1,10,0,1,0,0,2,0,0
2,2,112507,12,1,6,0,1,0,0,3,0,0
0,2,236940,1,0,7,0,1,0,0,2,0,0
1,2,278514,1,2,10,0,0,0,0,2,0,0
0,2,258379,0,1,3,0,0,0,0,1,0,0
2,2,162028,2,2,5,0,0,0,0,2,0,0
0,2,197997,5,0,3,0,1,0,0,2,0,0
3,2,98350,12,3,4,2,1,0,0,2,26,0
2,2,165848,1,1,5,0,1,0,0,3,0,0
1,2,178615,1,0,2,0,1,0,0,2,0,0
0,2,228939,1,0,2,0,1,0,0,1,0,0
1,2,210498,1,1,10,0,1,2,0,2,0,1
3,2,154891,4,1,6,0,1,0,0,2,0,0
3,2,165937,9,2,8,0,1,0,0,2,0,0
2,2,160120,5,0,8,2,1,0,0,2,11,0
1,2,382368,1,1,2,0,1,0,0,2,0,0
3,2,123011,3,1,1,0,1,0,0,2,0,1
1,2,119033,4,1,2,0,1,0,0,2,0,0
0,2,496856,5,1,1,0,0,0,0,2,0,0
2,2,194049,5,2,4,1,0,0,0,1,0,0
1,2,299223,5,2,5,3,0,0,0,2,0,0
4,2,174788,5,2,0,0,0,0,0,0,0,0
2,2,176101,0,1,10,0,1,0,0,2,0,0
2,2,38948,1,1,3,0,1,0,0,3,0,1
1,2,271933,1,1,2,0,0,0,0,2,0,0
0,2,122041,2,0,10,0,1,0,0,0,0,0
2,2,115932,0,0,5,0,1,0,0,3,0,1
3,2,265105,0,1,3,0,1,0,0,3,0,1
0,2,100828,2,0,4,0,1,0,0,0,0,0
4,2,121319,7,1,8,0,1,1,0,2,12,0
4,2,308028,3,1,9,0,1,2,0,2,0,0
2,2,213214,6,1,5,0,1,0,0,2,0,0
1,2,348618,4,1,10,4,1,0,0,2,4,0
1,2,275632,1,1,6,0,1,0,0,2,0,0
2,2,239161,5,1,5,3,1,0,0,2,0,0
0,2,215495,4,0,1,0,0,0,0,2,4,0
1,2,214063,5,0,7,1,1,0,0,4,0,0
2,2,122493,1,1,6,0,1,0,0,2,0,0
3,1,175622,0,1,3,0,1,0,0,2,0,1
4,2,153522,1,6,4,0,0,0,0,0,0,0
1,2,258339,10,1,3,0,1,0,0,3,0,1
1,2,119793,0,1,10,0,1,0,0,2,0,0
1,2,133503,1,1,5,0,1,0,3,2,0,1
0,2,162840,14,0,5,0,0,0,0,0,0,0
2,4,67671,3,1,3,0,1,0,0,3,0,0
2,2,188888,0,0,1,0,1,0,1,2,0,0
2,2,140644,1,1,8,0,1,0,0,2,0,0
1,2,245659,5,4,4,0,0,0,0,2,22,0
3,2,104068,1,2,3,3,0,0,0,2,0,0
1,2,337908,6,1,0,1,0,0,0,0,0,0
2,2,161141,6,1,3,0,1,0,0,2,0,0
0,2,162228,1,0,5,0,1,0,0,1,0,0
2,2,116391,0,0,3,0,1,0,0,2,0,0
1,2,314310,1,3,5,0,1,0,0,0,0,0
1,2,308136,5,1,10,0,1,0,0,2,0,0
2,2,194698,5,1,10,0,1,0,0,2,0,1
1,4,302422,9,0,11,0,1,0,1,3,0,1
1,2,289147,0,0,3,0,0,0,0,2,0,0
0,2,229826,5,1,8,0,1,0,0,0,0,0
3,5,246739,5,1,10,0,1,0,0,2,0,1
1,2,188041,5,1,1,0,1,0,0,3,0,0
3,2,187440,1,1,10,0,1,2,0,2,0,1
2,4,105266,5,1,6,0,1,0,0,2,0,0
2,2,249208,9,1,3,0,1,0,0,3,0,1
1,2,203492,1,2,10,0,1,0,0,2,0,0
3,3,146477,5,1,10,0,1,0,0,2,0,0
3,2,201699,6,1,5,0,1,2,0,3,0,1
4,2,205949,1,4,10,3,0,0,0,2,0,0
4,2,90245,1,6,0,0,0,0,0,0,0,0
3,3,177647,1,1,9,0,1,0,0,2,23,1
2,2,126494,1,2,3,0,0,0,0,2,0,0
2,2,257735,4,1,2,0,1,0,0,2,0,0
1,2,1161363,5,4,9,0,0,0,0,3,13,0
1,2,221452,1,0,0,0,1,0,0,2,0,0
4,2,260669,12,2,4,0,0,0,0,0,0,0
2,2,192344,0,1,0,0,1,0,0,2,0,1
1,2,80479,9,2,5,0,1,0,0,2,0,0
1,1,108808,1,2,10,0,1,0,0,3,0,0
2,2,175674,5,1,5,0,1,0,0,2,0,1
2,2,272950,5,0,5,0,1,0,0,3,0,0
1,1,160786,12,1,10,0,1,0,0,1,0,1
3,1,122206,1,1,1,0,1,0,0,3,0,0
3,2,121168,1,2,10,0,0,0,0,2,0,0
2,2,209547,0,1,3,0,1,0,0,3,0,1
1,3,244473,0,1,1,0,1,3,0,2,0,1
2,2,176296,6,1,11,1,1,0,0,3,0,0
1,2,91666,1,0,1,0,1,0,0,3,0,0
3,4,191025,3,2,1,0,0,2,0,4,0,0
1,0,63704,0,0,3,0,0,0,0,2,0,0
1,2,31659,5,1,10,0,1,0,0,2,0,0
1,2,191230,5,0,2,1,1,0,0,1,0,0
1,2,56340,0,0,3,0,0,0,0,0,0,0
0,2,221157,1,0,4,1,0,0,0,1,0,0
4,4,143910,0,2,1,0,1,0,0,2,0,0
4,4,435836,3,2,3,0,0,0,0,2,0,0
3,2,209182,13,4,4,0,0,0,0,2,22,0
2,5,107218,5,2,5,2,1,0,0,3,0,0
3,2,55500,14,1,6,0,1,0,0,2,0,0
2,4,357962,6,0,6,0,1,0,0,3,0,0
2,2,200355,1,1,6,0,1,0,0,4,0,1
3,4,184542,1,1,8,0,1,0,0,2,0,0
2,0,206927,1,1,3,0,1,0,0,2,0,0
2,2,54310,3,1,3,0,1,2,0,2,0,1
1,2,208165,1,2,1,0,0,0,0,3,0,0
2,2,146908,1,1,3,0,1,0,3,2,0,1
2,2,318416,12,4,4,1,0,0,0,0,0,0
0,2,69911,13,0,4,0,0,0,0,0,0,0
1,2,305304,2,1,8,0,1,0,0,2,0,0
0,4,295289,1,0,3,1,0,0,0,2,0,0
1,2,275110,5,4,2,1,1,0,0,2,0,0
1,2,339773,1,0,8,0,1,0,0,2,0,0
4,0,399246,0,1,0,2,1,0,1,2,26,0
2,5,51264,9,1,5,0,1,0,0,2,0,1
2,2,49020,0,1,5,0,1,1,0,3,0,1
2,2,178100,3,0,1,0,0,0,0,2,0,1
0,2,176178,5,0,5,0,0,0,0,0,0,0
0,0,180884,5,1,0,1,0,0,0,2,0,0
4,0,130466,1,6,0,3,0,0,0,2,0,0
4,2,328525,1,1,0,0,1,1,0,0,0,0
1,2,142712,1,0,2,0,1,0,0,2,0,0
0,2,176321,5,0,0,0,0,0,0,2,0,0
3,2,145041,1,1,8,0,1,0,0,2,1,1
1,2,95423,1,5,6,0,1,0,0,4,0,0
3,1,215096,4,2,4,0,0,0,0,0,0,0
2,4,177599,0,2,3,0,0,0,0,1,0,0
1,2,123920,5,0,1,1,0,0,0,2,0,0
2,2,46990,8,1,3,0,0,0,3,0,0,1
1,2,388672,5,2,2,0,1,0,0,0,0,0
3,2,149210,0,2,5,1,1,0,0,2,0,1
0,2,134787,5,0,5,0,0,0,0,2,0,0
3,2,185407,9,1,9,0,1,0,0,2,0,1
1,0,86143,1,0,11,2,1,0,0,2,0,0
0,2,41721,9,1,10,0,1,0,0,3,0,1
1,2,195744,1,1,4,0,1,0,0,2,0,0
3,4,96062,1,1,11,0,1,0,0,2,0,0
2,2,215150,4,2,2,0,1,0,0,3,0,0
3,2,270728,7,1,4,0,1,0,0,3,1,0
2,2,75012,1,1,7,0,1,0,0,4,0,0
2,2,206139,0,1,3,0,1,0,0,3,0,1
2,2,50700,1,1,3,0,1,0,0,2,0,0
1,2,224258,7,0,7,0,1,0,0,2,4,1
1,2,240441,3,0,1,0,1,0,1,2,0,1
2,1,406811,5,1,3,0,0,0,0,2,0,1
1,4,34452,10,1,3,0,1,0,0,2,0,0
0,2,361341,14,0,3,2,0,0,0,1,15,0
1,2,78247,9,1,10,0,1,0,0,3,0,0
2,2,106900,0,1,3,0,1,0,0,3,0,0
2,1,165108,0,1,0,0,1,0,0,2,7,0
0,2,406641,5,0,0,0,0,0,0,1,0,0
3,2,171467,1,2,10,1,1,0,0,3,0,1
1,2,341187,7,4,6,0,1,0,0,1,0,0
2,2,119177,1,1,5,0,1,0,0,3,0,1
4,2,104896,1,1,5,0,1,1,0,0,0,0
0,2,342752,2,0,4,0,1,0,0,0,0,0
0,2,47541,5,0,5,0,1,0,0,1,0,0
0,2,233461,6,0,9,0,1,0,0,1,0,0
1,2,303954,0,1,5,0,1,0,0,2,0,0
0,2,163015,5,0,5,0,0,0,0,0,0,0
0,2,75763,5,1,5,3,0,0,0,2,0,0
0,2,43003,5,0,4,0,1,0,0,0,0,0
2,2,328239,5,0,4,0,1,0,0,2,0,0
1,2,130856,12,1,10,0,1,0,0,2,0,0
3,1,190072,5,1,10,0,1,0,0,2,10,1
4,2,170148,5,2,4,0,0,0,0,1,0,0
3,2,104501,1,1,10,0,1,0,0,2,0,1
3,5,213140,1,1,1,0,1,0,0,4,0,0
1,4,175509,1,1,11,0,1,0,0,2,0,0
1,2,173611,6,0,5,0,0,0,0,2,0,0
2,2,148995,8,0,3,0,1,4,0,1,0,1
0,2,64520,7,0,5,0,1,0,0,2,0,0
1,2,139822,1,1,0,0,0,0,0,2,0,1
0,2,258700,11,0,7,1,1,0,0,2,4,0
1,2,34796,1,0,1,0,1,0,0,2,0,0
0,2,124963,1,0,8,0,1,0,0,1,0,0
0,2,65743,0,0,0,0,0,0,0,1,0,0
1,2,161087,5,0,1,1,0,0,0,2,2,0
2,3,203836,5,1,2,0,1,0,0,3,0,0
4,0,110199,7,1,6,0,1,0,0,2,0,0
3,2,316059,5,2,1,0,0,0,0,2,0,0
2,2,255667,5,1,10,0,1,0,0,3,0,1
2,2,193689,5,1,8,0,1,0,0,2,0,0
1,2,60722,0,0,3,2,0,0,0,2,0,0
2,2,187847,5,0,10,0,1,0,0,2,0,0
1,2,233275,0,0,3,0,1,0,0,2,0,0
3,2,215404,0,1,3,3,1,4,0,2,0,1
2,2,201865,0,3,1,0,1,0,0,2,0,0
2,2,118889,9,1,10,0,1,0,0,2,0,0
0,0,368739,0,0,3,0,0,0,0,2,0,0
2,2,123833,5,0,4,0,1,0,1,2,0,0
2,2,171344,2,3,6,0,1,0,0,2,4,0
2,2,153976,5,1,8,0,1,0,0,2,0,0
3,2,374883,9,0,7,0,1,0,0,3,0,0
0,2,167658,14,0,5,0,0,0,0,0,0,0
1,2,348504,0,1,1,0,1,0,0,3,0,0
0,2,258509,1,0,6,1,1,0,0,1,0,0
3,0,108890,1,2,0,0,0,1,0,2,0,0
1,2,188236,5,0,0,0,0,0,0,2,0,0
2,2,425049,1,1,6,0,1,0,0,3,0,1
1,2,142555,3,0,3,1,1,0,0,2,0,0
2,1,29320,10,2,3,0,1,0,0,3,0,1
3,3,207841,5,1,0,0,1,0,0,2,0,0
1,2,187329,0,0,3,0,0,0,0,2,0,0
1,2,270973,6,0,0,0,0,0,0,2,0,0
3,2,197332,3,1,3,0,1,3,0,3,0,1
2,4,160187,1,3,0,1,0,0,0,2,0,0
0,2,197918,1,0,6,0,1,0,0,2,0,0
4,2,192290,12,1,0,0,1,0,0,0,0,0
1,2,241895,1,1,6,0,1,0,0,2,0,0
2,4,164515,1,2,0,0,0,0,0,2,0,0
2,2,147206,5,1,10,0,1,3,0,2,0,1
0,5,306868,0,0,7,0,1,0,0,2,0,0
1,4,169837,6,2,1,1,0,0,0,2,0,0
2,2,185057,1,2,1,0,0,0,0,1,0,1
0,2,240049,13,0,4,2,0,0,0,2,17,0
0,2,164441,5,0,0,0,0,0,0,2,0,0
2,2,179314,1,1,2,0,1,0,0,2,0,0
1,2,319854,0,4,3,0,1,2,0,1,0,0
0,5,148955,5,0,4,2,0,0,0,1,27,0
0,2,32950,5,0,6,0,1,2,0,2,0,0
2,2,206699,1,2,9,0,1,0,0,2,0,0
0,2,385646,1,0,7,0,1,0,0,2,0,0
2,2,168598,14,1,0,1,0,1,0,2,0,1
1,2,97306,0,0,0,0,0,0,0,3,0,0
0,1,29582,2,0,10,0,1,0,0,2,0,0
0,2,220284,1,0,6,0,1,0,0,2,4,0
3,2,240914,5,1,10,0,1,0,0,2,0,0
1,2,115496,8,1,3,0,1,0,0,3,0,1
1,2,105817,0,0,10,0,1,0,0,2,0,0
0,0,330836,1,1,11,0,1,0,0,2,0,0
3,1,36327,7,1,8,0,1,0,0,3,0,0
0,2,33423,5,0,5,0,0,0,0,1,0,0
2,2,75673,9,6,0,2,0,0,0,2,0,0
2,2,185744,5,1,1,0,0,0,0,1,0,1
2,2,186035,2,1,10,0,1,2,0,2,0,1
2,4,196456,3,0,3,0,0,0,2,2,0,0
0,2,111450,1,0,6,1,1,0,0,2,0,0
2,2,115289,5,2,5,0,1,0,1,4,0,0
3,2,74879,1,3,2,0,0,0,0,2,0,0
2,2,117312,1,1,1,0,0,4,0,2,0,1
4,2,272902,0,6,1,0,0,0,0,2,0,0
2,5,220230,1,1,4,1,1,0,0,3,0,0
0,2,90934,0,0,5,2,1,0,0,3,0,0
3,5,234286,1,1,1,0,1,4,0,2,0,1
3,2,364548,0,2,5,0,1,3,0,2,0,1
3,5,283676,8,1,3,0,1,4,0,3,0,1
1,2,195602,6,1,10,0,1,0,0,2,0,0
2,2,70761,6,0,9,1,1,0,0,2,0,0
3,2,142717,0,2,0,0,0,0,0,2,0,0
0,2,124242,1,0,0,0,0,0,0,2,0,0
1,2,287797,5,1,10,0,1,0,0,2,0,0
0,2,188274,6,0,2,0,1,0,0,2,0,0
2,2,171968,1,1,10,0,1,0,0,2,0,0
2,2,218490,0,1,3,0,1,0,0,2,9,1
2,4,94937,0,1,3,0,0,0,0,1,0,0
4,2,109511,7,1,2,0,1,0,0,2,0,0
3,4,269527,3,1,3,0,1,2,0,2,0,1
1,1,120672,7,0,2,1,1,0,0,0,0,0
3,2,130779,5,1,0,0,1,0,0,2,0,0
3,4,441542,0,1,6,1,1,0,0,2,0,0
4,2,114801,1,1,4,0,1,0,0,0,0,0
1,2,180284,12,1,10,0,1,0,0,2,0,1
2,4,27444,0,0,3,0,1,0,0,3,0,1
4,2,180382,11,1,2,0,1,1,0,2,0,0
4,2,143266,5,1,1,0,1,0,0,2,0,1
3,2,139268,1,1,9,0,1,0,0,2,0,0
1,2,126208,1,1,8,1,1,0,0,2,0,0
2,2,186191,1,1,8,0,1,0,0,3,0,0
3,2,197163,10,0,3,0,0,0,4,3,0,1
2,0,193524,3,1,1,0,1,0,3,2,0,1
1,2,181388,1,4,4,0,0,0,0,2,0,0
3,1,124963,10,2,3,0,1,0,0,4,0,1
0,2,188925,9,1,8,0,1,0,0,2,0,0
2,1,149230,9,0,4,0,0,0,0,2,0,0
2,2,388725,5,2,1,0,1,0,0,2,0,0
1,2,113543,3,0,1,0,1,0,0,2,0,0
4,3,143849,2,6,0,0,0,0,0,0,0,0
2,1,97277,9,2,4,0,0,0,0,0,0,0
2,2,199303,1,1,10,0,1,0,0,2,0,0
4,2,124852,5,0,2,1,1,0,0,2,0,0
1,2,50053,0,1,1,0,1,0,0,3,0,0
3,2,97005,1,1,10,0,1,0,0,3,0,1
2,2,337898,0,2,1,0,1,0,0,3,0,0
3,3,124076,0,6,0,0,0,0,0,2,0,0
4,3,277420,0,1,1,0,1,0,0,2,5,1
3,2,280278,12,4,0,1,0,0,0,2,0,0
0,2,241185,14,0,3,0,1,0,0,0,0,0
2,2,202188,5,2,1,0,0,0,2,3,0,0
2,2,198422,5,2,0,0,0,0,0,2,0,0
1,2,82242,10,0,3,0,1,4,0,2,9,1
1,2,178429,0,1,3,0,1,0,0,2,0,1
2,2,212847,5,2,8,0,1,0,0,2,0,0
4,1,219661,10,1,3,0,1,0,0,0,0,1
2,2,321856,1,2,6,0,1,0,0,3,0,1
0,2,313873,11,0,2,0,1,0,0,2,4,0
1,2,144064,5,1,1,0,1,0,0,2,0,0
4,2,139586,9,6,1,2,0,0,0,2,0,1
1,2,419691,14,1,5,0,1,0,0,2,0,1
1,2,195562,1,0,10,1,1,0,0,0,0,0
2,2,205706,1,1,1,0,0,0,0,2,0,0
1,2,131310,1,1,4,0,0,0,0,2,0,1
0,2,54440,5,0,4,0,1,0,0,1,0,0
2,2,200734,1,4,4,1,0,0,0,2,0,0
3,2,81859,1,1,8,0,1,0,0,3,0,1
1,2,159589,1,0,4,0,1,0,0,4,0,0
1,2,300915,1,1,6,0,1,0,0,3,0,0
2,2,185057,3,0,3,0,0,0,0,1,0,0
2,1,42044,5,1,7,0,1,0,0,4,0,0
1,2,166416,0,1,1,0,1,0,0,3,0,1
2,2,212737,4,4,10,1,1,0,0,2,0,0
0,2,236069,12,0,4,1,1,0,0,0,0,0
3,5,216414,3,1,5,0,1,0,3,3,0,1
3,3,27432,1,1,0,0,1,0,0,2,0,1
3,2,145419,1,1,5,0,1,0,2,3,0,0
4,2,147202,5,2,0,0,0,0,0,2,9,0
1,2,29261,5,0,5,0,1,0,0,3,0,0
1,2,359543,0,0,0,0,0,0,0,2,4,0
2,4,227644,5,1,10,0,1,0,0,2,0,0
1,2,188154,5,2,8,0,0,0,0,2,0,0
0,2,110142,1,0,0,0,0,0,0,1,0,0
2,2,186415,1,1,2,0,1,0,0,4,0,0
2,2,175720,12,0,2,0,1,0,0,2,0,0
1,2,172865,11,0,7,0,1,0,0,1,4,0
3,2,35969,0,1,1,0,1,0,0,3,0,0
0,2,433330,1,2,8,0,1,0,0,2,0,0
0,5,160261,0,0,1,2,1,0,0,1,18,0
3,2,189528,11,1,10,0,1,0,0,3,0,0
4,4,113324,1,6,1,0,1,0,0,2,0,0
1,4,118500,0,0,3,0,0,0,0,2,0,0
4,2,89681,3,0,3,0,1,0,0,4,0,0
3,3,199925,0,2,3,0,1,0,0,2,0,0
2,2,102308,3,1,1,0,1,4,0,3,0,1
0,2,444607,5,0,5,0,0,0,0,1,0,0
1,2,176998,0,1,1,0,1,0,0,2,0,0
1,0,366198,8,1,3,0,1,0,0,2,9,1
1,2,180686,1,1,10,0,1,1,0,2,0,0
1,2,108019,1,0,10,0,1,1,0,2,0,0
0,2,153542,5,0,5,0,1,0,0,1,0,0
2,1,210364,1,1,5,0,1,4,0,4,0,1
2,2,185394,12,0,2,0,0,0,0,1,0,0
2,2,222703,7,1,8,4,1,0,0,2,35,0
0,2,183945,5,0,0,0,0,0,0,3,0,0
4,2,161964,1,1,10,0,1,0,0,3,0,0
2,1,375574,5,1,5,0,1,0,0,3,4,1
0,4,312427,1,1,11,1,1,0,0,1,5,0
1,2,53373,5,1,10,0,1,0,0,2,0,0
4,2,166330,1,1,4,0,0,4,0,2,0,1
2,5,124665,0,0,10,0,0,0,0,0,0,0
1,2,146719,1,0,6,0,0,0,0,2,0,0
0,2,306593,1,0,10,0,1,0,0,2,0,0
0,2,156687,5,0,5,2,1,0,0,1,3,0
2,4,153489,1,1,4,0,1,1,0,2,0,0
4,2,231377,5,1,1,0,1,0,2,2,0,1
2,0,127089,3,2,1,0,1,0,0,2,0,0
4,4,329355,1,6,4,0,0,0,0,0,0,0
2,2,178319,0,1,8,0,1,0,0,2,0,1
3,4,304246,3,4,3,0,0,0,0,4,0,0
2,4,174640,9,0,11,1,0,0,0,3,0,1
0,2,148294,2,0,10,0,1,0,0,1,0,0
3,2,298037,9,2,3,0,0,0,0,2,0,0
1,2,98155,1,5,5,0,1,0,0,3,0,0
0,2,102766,5,2,10,0,1,0,0,2,0,0
1,2,78529,1,0,6,0,0,0,0,0,0,0
1,2,136309,0,0,4,0,1,0,0,2,0,0
0,2,275357,9,0,9,0,0,0,0,1,0,0
1,1,33117,3,0,3,0,1,0,0,2,7,0
4,4,199546,3,2,4,1,0,0,0,2,0,0
2,2,184128,2,2,5,0,0,0,0,2,0,0
2,2,337039,6,0,9,1,1,4,0,2,7,1
4,2,126511,5,1,1,0,1,0,0,2,0,0
1,4,325792,5,1,10,0,1,0,0,2,0,0
0,2,119474,1,0,4,0,0,0,0,2,0,0
2,2,153238,0,1,1,0,1,0,3,1,0,1
3,4,321851,6,2,0,0,0,0,0,1,0,0
3,1,108557,5,2,5,0,0,1,0,3,0,0
0,0,67217,5,0,4,0,1,1,0,1,0,0
2,2,195508,2,1,6,1,1,0,0,2,0,0
4,2,102193,1,1,6,0,1,0,0,2,0,0
4,2,20323,5,2,4,0,0,0,0,2,0,0
1,2,122206,1,0,10,0,1,0,0,2,0,0
2,2,200652,4,2,4,0,0,0,0,1,0,0
2,2,173590,5,1,0,0,1,0,2,2,0,0
0,2,184121,1,0,4,0,1,0,0,0,0,0
2,4,53123,2,1,4,0,0,0,0,1,0,0
3,2,175990,1,1,4,0,0,0,0,1,0,1
3,2,316101,1,2,0,0,0,0,0,2,0,0
1,2,34080,9,1,10,0,1,0,0,2,7,0
3,1,219718,0,1,5,0,1,4,0,2,0,1
2,2,126954,1,2,6,0,1,0,0,2,0,0
3,2,99185,1,6,10,0,1,0,0,2,0,1
2,2,120074,1,2,2,0,1,0,0,2,0,0
3,1,77336,9,1,10,0,1,0,0,2,0,0
0,2,60981,5,0,5,0,0,1,0,1,0,0
4,2,77884,9,0,10,2,1,0,0,2,0,0
3,2,65408,1,1,10,0,1,0,0,3,0,1
1,2,173279,0,1,9,2,1,0,0,2,0,1
2,1,157686,5,1,1,0,1,0,0,2,0,1
2,2,277434,6,6,9,0,1,0,0,2,0,1
3,4,184620,3,2,3,0,0,0,0,2,0,0
0,2,34443,1,0,7,0,1,0,0,1,0,0
3,2,268553,1,1,6,0,1,2,0,2,0,1
2,2,459342,1,2,0,0,0,0,0,2,0,0
3,4,148549,0,1,3,0,1,0,0,2,0,0
0,2,254293,0,0,1,0,1,1,0,2,0,0
3,2,104501,5,1,5,0,1,4,0,2,0,1
1,2,238367,1,1,0,0,1,0,0,2,0,0
3,2,180439,0,1,10,0,1,0,0,2,0,1
3,5,100029,8,1,3,0,1,4,0,2,0,1
3,2,215990,3,1,1,0,1,0,2,2,0,1
1,0,111567,1,1,10,0,1,0,0,3,0,1
3,2,319163,1,1,10,1,1,0,0,2,0,0
3,4,378045,1,2,0,0,0,0,0,2,0,0
2,2,177083,1,2,0,0,0,0,0,2,0,0
4,5,119891,5,1,1,0,1,0,2,2,0,0
4,2,127779,1,1,1,0,1,0,0,2,0,0
1,2,299353,1,0,4,1,0,0,0,2,0,0
1,2,63861,6,0,9,0,0,0,0,2,0,0
1,2,112403,5,0,2,0,1,0,0,1,0,0
3,2,83610,0,1,1,0,1,3,0,4,0,1
1,2,452808,12,0,2,0,1,0,0,2,0,0
1,2,176871,5,4,0,1,0,0,0,2,0,0
2,2,100651,1,2,4,0,1,0,3,2,0,0
0,2,266134,12,0,4,0,1,0,0,0,0,0
3,4,196307,12,1,0,0,1,0,0,2,0,0
1,2,87891,5,1,0,0,1,0,0,2,0,0
3,2,182314,8,1,1,0,1,0,3,3,0,1
2,2,179671,4,1,2,0,1,0,0,3,0,0
